record_id,source,title,abstract,year,document_type,doi,source_record_id,retrieval_stratum
doi:10.1210/jc.2014-2222,openalex,Associations of the Fecal Microbiome With Urinary Estrogens and Estrogen Metabolites in Postmenopausal Women,"CONTEXT: The gut microbiota may influence the risk of breast cancer through effects on endogenous estrogens. OBJECTIVE: The objective of the study was to investigate whether urinary estrogens and estrogen metabolites are associated with the diversity and composition of the fecal microbiome. DESIGN AND SETTING: This was a cross-sectional study among women enrolled in Kaiser Permanente of Colorado. PARTICIPANTS: A total of 60 women drawn from a random sample of healthy postmenopausal women (aged 55-69 y), without current or recent use of antibiotics or hormone therapy and no history of cancer or gastrointestinal disease participated in the study. OUTCOME MEASURES AND METHODS: Creatinine-standardized urinary estrogens (estrone and estradiol) and 13 hydroxylated estrogen metabolites were measured in spot urines by liquid chromatography-tandem mass spectrometry. The fecal microbiome was assessed using pyrosequencing of 16S rRNA amplicons. General linear models were used to test for associations of diversity and composition of the fecal microbiome with parent estrogen (estrone + estradiol), total estrogens, and estrogen metabolites and the ratio of estrogen metabolites to parent estrogen, which has been predictive of postmenopausal breast cancer risk in previous studies. RESULTS: The ratio of metabolites to parents was directly associated with whole-tree phylogenetic diversity (R = 0.35, P = .01). Relative abundances of the order Clostridiales (R = 0.32, P = .02) and the genus Bacteroides (R = -0.30, P = .03) were also correlated with the ratio of metabolites to parents. Associations were independent of age, body mass index, and study design factors. CONCLUSIONS: Our data suggest that women with a more diverse gut microbiome exhibit an elevated urinary ratio of hydroxylated estrogen metabolites to parent estrogen. Further research is warranted to confirm and relate these findings to clinical disease.",2014,article,10.1210/jc.2014-2222,https://openalex.org/W2155634297,layer_pair_only|other_causal_or_boundary|long|aging_boundary|causal_boundary
doi:10.1007/s11033-026-12182-2,springernature,"Telomere biology and telomerase regulation across species: evolutionary insights into aging, longevity, and genome stability","Telomeres are protective DNA–protein structures at chromosome ends that play a crucial role in maintaining genome stability and regulating cellular aging. Their progressive shortening during cell division is counteracted by telomerase, a ribonucleoprotein enzyme composed of a catalytic subunit namely, telomerase reverse transcriptase catalytic subunit (TERT) and an RNA template i.e., telomerase RNA component (TERC), which restores telomeric repeats. Telomerase activity varies across species and is closely associated with differences in longevity. This review synthesizes current knowledge on telomere biology across diverse taxa, focusing on evolutionary selection patterns, age-related gene expression, and key regulatory mechanisms. By integrating insights from comparative genomics, functional studies, and computational approaches, it highlights both conserved and species-specific factors influencing lifespan and age-related processes. The review also discusses emerging computational frameworks for predicting telomere dynamics and outlines their potential applications in telomere-based therapies, livestock improvement, and conservation biology.",2026,ReviewPaper; Review,10.1007/s11033-026-12182-2,doi:10.1007/s11033-026-12182-2,layer_pair_only|other_causal_or_boundary|medium|aging_anchor|causal_boundary
doi:10.1038/s41588-026-02639-2,springernature,Genomic landscape of the human vaginal microbiome is linked to host genetics and population of origin,"The vaginal microbiome is essential for women’s health, yet its genomic diversity and interaction with the host remain incompletely characterized. Here we present the Global Vaginal Metagenome-assembled Genomes catalog, an extensive repository of vaginal microbial genomes generated by integrating 10,665 in-house Chinese metagenomes, with 2,967 publicly available metagenomes and 1,433 bacterial isolates. The catalog comprises 65,055 genomes from 890 prokaryotes, 11 eukaryotes and 6,590 viral taxonomic units, many not represented in public reference databases. We investigate virus–bacteria interactions, revealing conserved phages–host associations. We then identify substantial intraspecies genomic and functional variations displaying population-specific patterns. A metagenome-genome-wide association study identifies seven host genetic loci associated with vaginal species at study-wide significance and replicated in at least one independent cohort, notably connecting the gene OPRK1 with the potential pathogen Ureaplasma urealyticum . In summary, our research provides a comprehensive reference for future studies on genotype–phenotype interplay within the human vaginal microbiome. Metagenomics, coupled with genome-wide association analyses, highlights population-specific patterns of variation within the vaginal microbiome and identifies host genetic loci associated with vaginal microbiome composition.",2026,OriginalPaper; Article,10.1038/s41588-026-02639-2,doi:10.1038/s41588-026-02639-2,layer_pair_only|other_causal_or_boundary|medium|aging_boundary|causal_boundary
doi:10.3390/nu18030434,pubmed,The Influence of Acute Beta-Hydroxy Beta-Methylbutyrate (HMB) Ingestion on the Human Skeletal Muscle Transcriptome.,"Background : Nutritional interventions to mitigate age/disease-related skeletal muscle attrition are much needed given the growing older population. Beta-hydroxy beta-methylbutyrate (HMB), an endogenous metabolite of the essential amino acid leucine, has anabolic properties in skeletal muscle: acutely stimulating muscle protein synthesis and attenuating muscle protein breakdown. While the role of supplemental HMB on muscle protein turnover is established, mechanistic effects on the muscle transcriptome have not been examined. Methods : Total RNA was extracted from m. vastus lateralis muscle biopsies of young males ( n = 14) before and ~2.5 h after oral consumption of ~3 g HMB. Global changes in the muscle transcriptome were assessed via RNA sequencing, and differential expression in genes between fasted and 'fed' (HMB) conditions was determined. To identify the functional biology of differentially expressed genes, gene set enrichment and active subnetwork-orientated enrichment analyses was performed. Results : Of 15,982 genes detected, 468 were significantly upregulated and 326 were significantly downregulated in response to HMB. These genes were found to be associated with molecular pathways regulating muscle protein turnover, most notably, JAK-STAT signalling (e.g., STAM ), circadian rhythm (e.g., NR1D1 , NR1D2 , PER2 , PER3 ), TNFα signalling (e.g., TNFRSF1A , CCL2 , CXCL2 ), and protein synthesis (e.g., POLR1A , POLR2A , POLR3A , PIK3RR , SGK1 ). HMB also regulated the expression of AA transporters, evoking a robust increase in SLC36A1 ( PAT1 ) and SLC7A5 ( LAT1 ). Conclusions : HMB evokes transcriptional events important in the homeostasis of muscle, supporting a role in proteostasis and one akin to protein intake, i.e., upregulation of AA transporters. Future work should further define HMB's transcriptomic/proteomic effects in ageing/disease and synergy with exercise.",2026,Journal Article,10.3390/nu18030434,41683256,layer_pair_only|other_intervention|long|aging_anchor|causal_anchor
doi:10.1161/hypertensionaha.123.19943,semantic_scholar,"Cerebral Small Vessel Disease, Hypertension, and Vascular Contributions to Cognitive Impairment and Dementia","Hypertension-associated cerebral small vessel disease is a common finding in older people. Strongly associated with age and hypertension, small vessel disease is found at autopsy in over 50% of people aged ≥65 years, with a spectrum of clinical manifestations. It is the main cause of lacunar stroke and a major source of vascular contributions to cognitive impairment and dementia. The brain areas affected are subcortical and periventricular white matter and deep gray nuclei. Neuropathological sequelae are diffuse white matter lesions (seen as white matter hyperintensities on T2-weighted magnetic resonance imaging), small ischemic foci (lacunes or microinfarcts), and less commonly, subcortical microhemorrhages. The most common form of cerebral small vessel disease is concentric, fibrotic thickening of small penetrating arteries (up to 300 microns outer diameter) termed arteriolosclerosis. Less common forms are small artery atheroma and lipohyalinosis (the lesions described by C. Miller Fisher adjacent to lacunes). Other microvascular lesions that are not reviewed here include cerebral amyloid angiopathy and venous collagenosis. Here, we review the epidemiology, neuropathology, clinical management, genetics, preclinical models, and pathogenesis of hypertensive small vessel disease. Knowledge gaps include initiating factors, molecular pathogenesis, relationships between arterial pathology and tissue damage, possible reversibility, pharmacological targets, and molecular biomarkers. Progress is anticipated from multicell transcriptomic and proteomic profiling, novel experimental models and further target-finding and interventional clinical studies.",2023,Review; JournalArticle,10.1161/hypertensionaha.123.19943,3a9bc189dde1126e9877e4df4d13f351ffc3b855,layer_pair_only|other_intervention|long|aging_boundary|causal_anchor
doi:10.3390/biology15060504,pubmed,Molecular Basis of Sperm Methylome Response to Aging and Stress.,"Aging and stress-related factors affect sperm DNA methylation in regions associated with genes responsible for embryonic development. The stochastic epigenetic variation hypothesis holds potential to explain these patterns, proposing that, in response to stressors, naturally variable methylation regions (VMRs) associated with morphogenetic genes exhibit increased methylation variation to diversify phenotypes and improve the chances of survival of the genetic lineage. Here, we test predictions from this hypothesis using mouse and rat sperm DNA methylation data from publicly available sources. Specifically, we identify VMRs and analyze their overlap with regions differentially methylated (DMRs) in response to aging, stressors, and with various genomic elements. We demonstrate that the nature of the DNA regions, rather than the nature of the stressor, determines the response of the sperm methylome to aging and stress, and propose a model that explains shifts in methylation within VMRs through stochastic changes, whereby initially hypermethylated regions lose methylation and initially hypomethylated regions gain methylation. VMRs are depleted of open chromatin regions and histones in male germ cells and are enriched for a binding motif for ZFP42, an epigenetic remodeler. This knowledge may open opportunities for the development of interventions to control epigenetic information transfer via germ cells.",2026,Journal Article,10.3390/biology15060504,41892264,layer_pair_only|other_intervention|medium|aging_anchor|causal_anchor
doi:10.1038/s41598-017-15755-1,semantic_scholar,Proteomic study revealed cellular assembly and lipid metabolism dysregulation in sepsis secondary to community-acquired pneumonia,"Sepsis is a life-threatening disorder characterized by organ dysfunction and a major cause of mortality worldwide. The major challenge in studying sepsis is its diversity in such factors as age, source of infection and etiology. Recently, genomic and proteomic approaches have improved our understanding of its complex pathogenesis. In the present study, we use quantitative proteomics to evaluate the host proteome response in septic patients secondary to community-acquired pneumonia (CAP). Samples obtained at admission and after 7 days of follow-up were analyzed according to the outcomes of septic patients. The patients’ proteome profiles were compared with age- and gender-matched healthy volunteers. Bioinformatic analyses of differentially expressed proteins showed alteration in the cytoskeleton, cellular assembly, movement, lipid metabolism and immune responses in septic patients. Actin and gelsolin changes were assessed in mononuclear cells using immunofluorescence, and a higher expression of gelsolin and depletion of actin were observed in survivor patients. Regarding lipid metabolism, changes in cholesterol, HDL and apolipoproteins were confirmed using enzymatic colorimetric methods in plasma. Transcriptomic studies revealed a massive change in gene expression in sepsis. Our proteomic results stressed important changes in cellular structure and metabolism, which are possible targets for future interventions of sepsis.",2017,JournalArticle,10.1038/s41598-017-15755-1,1d93ae525247a9e1a5babe037490f6a666771e20,layer_pair_only|other_intervention|medium|aging_boundary|causal_anchor
doi:10.1056/nejmoa2106516,openalex,"SER-109, an Oral Microbiome Therapy for Recurrent Clostridioides difficile Infection","BACKGROUND: infection. METHODS: infection recurrence up to 8 weeks after treatment. Diagnosis by toxin testing was performed at trial entry, and randomization was stratified according to age and antibiotic agent received. Analyses of safety, microbiome engraftment, and metabolites were also performed. RESULTS: spore germination. CONCLUSIONS: infection after treatment with standard-of-care antibiotics, oral administration of SER-109 was superior to placebo in reducing the risk of recurrent infection. The observed safety profile of SER-109 was similar to that of placebo. (Funded by Seres Therapeutics; ECOSPOR III ClinicalTrials.gov number, NCT03183128.).",2022,article,10.1056/nejmoa2106516,https://openalex.org/W4205375560,layer_pair_only|other_intervention|thin|aging_boundary|causal_boundary
doi:10.1002/cncr.29194,openalex,Mindfulness meditation for younger breast cancer survivors: A randomized controlled trial,"BACKGROUND: Premenopausal women diagnosed with breast cancer are at risk for psychological and behavioral disturbances after cancer treatment. Targeted interventions are needed to address the needs of this vulnerable group. METHODS: This randomized trial provided the first evaluation of a brief, mindfulness-based intervention for younger breast cancer survivors designed to reduce stress, depression, and inflammatory activity. Women diagnosed with early stage breast cancer at or before age 50 who had completed cancer treatment were randomly assigned to a 6-week Mindful Awareness Practices (MAPS) intervention group (n = 39) or to a wait-list control group (n = 32). Participants completed questionnaires before and after the intervention to assess stress and depressive symptoms (primary outcomes) as well as physical symptoms, cancer-related distress, and positive outcomes. Blood samples were collected to examine genomic and circulating markers of inflammation. Participants also completed questionnaires at a 3-month follow-up assessment. RESULTS: In linear mixed models, the MAPS intervention led to significant reductions in perceived stress (P = .004) and marginal reductions in depressive symptoms (P = .094), as well as significant reductions in proinflammatory gene expression (P = .009) and inflammatory signaling (P = .001) at postintervention. Improvements in secondary outcomes included reduced fatigue, sleep disturbance, and vasomotor symptoms and increased peace and meaning and positive affect (P < .05 for all). Intervention effects on psychological and behavioral measures were not maintained at the 3-month follow-up assessment, although reductions in cancer-related distress were observed at that assessment. CONCLUSIONS: A brief, mindfulness-based intervention demonstrated preliminary short-term efficacy in reducing stress, behavioral symptoms, and proinflammatory signaling in younger breast cancer survivors.",2014,article,10.1002/cncr.29194,https://openalex.org/W1870147430,layer_pair_only|randomized_or_quasi_intervention|long|aging_boundary|causal_anchor
doi:10.1080/29933935.2025.2605879,pubmed,Obesity-associated gut microbiome influences diet-induced metabolic and cognitive outcomes in older adults.,"Obesity in older adults is a known risk factor for Alzheimer's disease and related dementias, potentially driven by metabolic dysfunction, inflammation and gut dysbiosis. The gut-brain axis, influenced by diet and the gut microbiome, is increasingly recognized as a contributor to neurodegeneration. In this sub-analysis of a 10-week randomized dietary education intervention (NCT06121986), we examined how obesity modulates gut microbiome, metabolome, and cognitive responses in 31 adults aged 55-85, with or without mild cognitive impairment. Participants received education on either a Mediterranean Diet or a Modified Mediterranean-Ketogenic Diet. Analyses were stratified by baseline obesity (BMI ≥30 kg/m²). Individuals with obesity exhibited lower microbial alpha-diversity, higher Bacteroides , and lower Akkermansia and Christensenellaceae_R-7_group , along with poorer memory and executive function. Only in the obese group did fat loss correlate with improvements in episodic memory and cognitive flexibility. In contrast, increased fat mass was associated with improved memory in non-obese participants. Gains in skeletal muscle mass predicted cognitive improvement in adults aged ≥73. Changes in gut (acetate, propionate, lactate) and plasma (acetate, pyruvate, citric acid) metabolites were linked to cognitive and body composition outcomes. These exploratory findings highlight the gut-muscle-brain axis as a modifiable target to enhance cognitive health in aging populations.",2025,Journal Article,10.1080/29933935.2025.2605879,41907517,layer_pair_only|randomized_or_quasi_intervention|medium|aging_anchor|causal_anchor
doi:10.1093/hmg/ddu739,openalex,Prenatal exposure to maternal smoking and offspring DNA methylation across the lifecourse: findings from the Avon Longitudinal Study of Parents and Children (ALSPAC),"Maternal smoking during pregnancy has been found to influence newborn DNA methylation in genes involved in fundamental developmental processes. It is pertinent to understand the degree to which the offspring methylome is sensitive to the intensity and duration of prenatal smoking. An investigation of the persistence of offspring methylation associated with maternal smoking and the relative roles of the intrauterine and postnatal environment is also warranted. In the Avon Longitudinal Study of Parents and Children, we investigated associations between prenatal exposure to maternal smoking and offspring DNA methylation at multiple time points in approximately 800 mother-offspring pairs. In cord blood, methylation at 15 CpG sites in seven gene regions (AHRR, MYO1G, GFI1, CYP1A1, CNTNAP2, KLF13 and ATP9A) was associated with maternal smoking, and a dose-dependent response was observed in relation to smoking duration and intensity. Longitudinal analysis of blood DNA methylation in serial samples at birth, age 7 and 17 years demonstrated that some CpG sites showed reversibility of methylation (GFI1, KLF13 and ATP9A), whereas others showed persistently perturbed patterns (AHRR, MYO1G, CYP1A1 and CNTNAP2). Of those showing persistence, we explored the effect of postnatal smoke exposure and found that the major contribution to altered methylation was attributed to a critical window of in utero exposure. A comparison of paternal and maternal smoking and offspring methylation showed consistently stronger maternal associations, providing further evidence for causal intrauterine mechanisms. These findings emphasize the sensitivity of the methylome to maternal smoking during early development and the long-term impact of such exposure.",2014,article,10.1093/hmg/ddu739,https://openalex.org/W2102177999,neither|direct_perturbation|long|aging_boundary|causal_anchor
doi:10.3233/jad-170020,openalex,Altered Gut Microbiota in a Mouse Model of Alzheimer’s Disease,"The topic of gut microbiota is currently attracting considerable interest as a potential factor in Alzheimer's disease (AD). However, the extent and time course of alterations in the gut microbiota, and their effects on AD pathology remain uncertain. Herein, we compared the fecal microbiomes and fecal short chain fatty acid composition (SCFAs) between wild-type and AD model mice at different ages under strictly controlled specific pathogen free conditions, and also conducted microscopic investigations of intestinal structures. Our results showed that the microbiota composition and diversity were perturbed and the level of SCFAs was reduced in AD mice, predicting alterations in more than 30 metabolic pathways, which may be associated with amyloid deposition and ultrastructural abnormalities in AD mouse intestine. These findings indicate that AD pathology might not only affect brain function directly, but also exacerbate cognitive deficits through reducing the level of SCFAs via alterations of gut microbiota induced by intestinal amyloid deposition. Our data may support a role of gut microbiota, and suggest a novel route for therapeutic intervention in AD.",2017,article,10.3233/jad-170020,https://openalex.org/W2762048636,neither|direct_perturbation|medium|aging_boundary|causal_anchor
doi:10.3389/fncel.2014.00084,openalex,A major role for Tau in neuronal DNA and RNA protection in vivo under physiological and hyperthermic conditions,"Nucleic acid protection is a substantial challenge for neurons, which are continuously exposed to oxidative stress in the brain. Neurons require powerful mechanisms to protect DNA and RNA integrity and ensure their functionality and longevity. Beside its well known role in microtubule dynamics, we recently discovered that Tau is also a key nuclear player in the protection of neuronal genomic DNA integrity under reactive oxygen species (ROS)-inducing heat stress (HS) conditions in primary neuronal cultures. In this report, we analyzed the capacity of Tau to protect neuronal DNA integrity in vivo in adult mice under physiological and HS conditions. We designed an in vivo mouse model of hyperthermia/HS to induce a transient increase in ROS production in the brain. Comet and Terminal deoxyribonucleotidyltransferase-mediated deoxyuridine triphosphate nick end labeling (TUNEL) assays demonstrated that Tau protected genomic DNA in adult cortical and hippocampal neurons in vivo under physiological conditions in wild-type (WT) and Tau-deficient (KO-Tau) mice. HS increased DNA breaks in KO-Tau neurons. Notably, KO-Tau hippocampal neurons in the CA1 subfield restored DNA integrity after HS more weakly than the dentate gyrus (DG) neurons. The formation of phosphorylated histone H2AX foci, a double-strand break marker, was observed in KO-Tau neurons only after HS, indicating that Tau deletion did not trigger similar DNA damage under physiological or HS conditions. Moreover, genomic DNA and cytoplasmic and nuclear RNA integrity were altered under HS in hippocampal neurons exhibiting Tau deficiency, which suggests that Tau also modulates RNA metabolism. Our results suggest that Tau alterations lead to a loss of its nucleic acid safeguarding functions and participate in the accumulation of DNA and RNA oxidative damage observed in the Alzheimer's disease (AD) brain.",2014,article,10.3389/fncel.2014.00084,https://openalex.org/W2137903075,neither|formal_mediation|long|aging_anchor|causal_anchor
