record_id,doi,title,article_only_audit_decision,europe_pmc_publication_types,europe_pmc_issues,crossref_type,crossref_issue,markdown_content_signals,decision_evidence,evidence_url
doi:10.1186/s13046-023-02909-5,10.1186/s13046-023-02909-5,RSK3 switches cell fate: from stress-induced senescence to malignant progression,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13046-025-03420-9,10.1186/s13046-025-03420-9,PSMB10 maintains the stemness of chemotherapeutic drug-resistant leukemia cells by inhibiting senescence and cytotoxic T lymphocyte-mediated killing in a ubiquitinated degradation manner,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13046-026-03741-3,10.1186/s13046-026-03741-3,Extracellular vesicles from chemotherapy-induced senescent tumor cells reprogram hepatic phospholipid metabolism to promote pancreatic cancer liver metastasis.,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13073-024-01322-7,10.1186/s13073-024-01322-7,Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13195-025-01861-0,10.1186/s13195-025-01861-0,Ap1s1 reduction in the aging brain heightens neuronal vulnerability to amyloid-β and oxidative stress in Alzheimer's pathogenesis.,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13287-021-02455-x,10.1186/s13287-021-02455-x,Using a new HSPC senescence model in vitro to explore the mechanism of cellular memory in aging HSPCs.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|Retracted Publication|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13287-024-03916-9,10.1186/s13287-024-03916-9,Cytokine priming enhances the antifibrotic effects of human adipose derived mesenchymal stromal cells conditioned medium,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13287-025-04761-0,10.1186/s13287-025-04761-0,iPSCs derived sEVs ameliorate NK cell senescence by targeting CISH-STAT3,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13287-026-05112-3,10.1186/s13287-026-05112-3,SIRT6 enhances the therapeutic potential of extracellular vesicles in mitigating osteoarthritis in rat models,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s13395-025-00406-1,10.1186/s13395-025-00406-1,Long-term DNA methylation changes induced by age and elevated CO<sub>2</sub> in skeletal muscle.,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s40168-019-0751-1,10.1186/s40168-019-0751-1,Antibiotic-modulated microbiome suppresses lethal inflammation and prolongs lifespan in Treg-deficient mice,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s40168-023-01707-7,10.1186/s40168-023-01707-7,Uterine microbial communities and their potential role in the regulation of epithelium cell cycle and apoptosis in aged hens.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|Video-Audio Media|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1186/s40643-024-00824-x,10.1186/s40643-024-00824-x,Stress-induced premature senescence in high five cell cultures: a principal factor in cell-density effects,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.12122/j.issn.1673-4254.2023.08.10,10.12122/j.issn.1673-4254.2023.08.10,[Lipocalin 2 induces self-limited inhibition of osteoblast differentiation of mesenchymal stem cells].,retain_full_article_or_preprint,English Abstract|Journal Article|research-article,8,,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1242/bio.062326,10.1242/bio.062326,An ARVC-5 Drosophila knock-in model reveals new functions of Tmem43 in lipid homeostasis,retain_full_article_or_preprint,Journal Article|research-article,4,journal-article,4,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pgen.1002359,10.1371/journal.pgen.1002359,Activation of Bmp2-Smad1 signal and its regulation by coordinated alteration of H3K27 trimethylation in Ras-induced senescence.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",11,journal-article,11,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pgen.1008835,10.1371/journal.pgen.1008835,Genetic and metabolomic architecture of variation in diet restriction-mediated lifespan extension in Drosophila,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.|research-article",7,journal-article,7,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pgen.1009083,10.1371/journal.pgen.1009083,Fine-tuning autophagy maximises lifespan and is associated with changes in mitochondrial gene expression in Drosophila.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",11,journal-article,11,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pone.0236679,10.1371/journal.pone.0236679,Characterisation of protein isoforms encoded by the Drosophila Glycogen Synthase Kinase 3 gene shaggy.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",8,journal-article,8,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pone.0262488,10.1371/journal.pone.0262488,Loss of the transcription repressor ZHX3 induces senescence-associated gene expression and mitochondrial-nucleolar activation.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.1371/journal.pone.0338326,10.1371/journal.pone.0338326,UTX/Top2β axis mediated spinal cord microvascular endothelial cells senescence exacerbates spinal cord injury,retain_full_article_or_preprint,Journal Article|research-article,12,journal-article,12,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.15252/embr.201541132,10.15252/embr.201541132,Life span extension by targeting a link between metabolism and histone acetylation in Drosophila.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",3,journal-article,3,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.15252/embr.202152606,10.15252/embr.202152606,CEST‐2.2 overexpression alters lipid metabolism and extends longevity of mitochondrial mutants,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",5,journal-article,5,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.102822,10.18632/aging.102822,Transcriptomic and metabolomic profiling of long-lived growth hormone releasing hormone knock-out mice: evidence for altered mitochondrial function and amino acid metabolism.,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|research-article",4,journal-article,4,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.202759,10.18632/aging.202759,Transcriptome and lipidome profile of human mesenchymal stem cells with reduced senescence and increased trilineage differentiation ability upon drug treatment.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",7,journal-article,7,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.203857,10.18632/aging.203857,A comprehensive analysis of age-related metabolomics and transcriptomics reveals metabolic alterations in rat bone marrow mesenchymal stem cells.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",2,journal-article,2,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.204251,10.18632/aging.204251,Systemic lipolysis promotes physiological fitness in Drosophila melanogaster .,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|research-article",16,journal-article,16,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.205711,10.18632/aging.205711,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study",retain_full_article_or_preprint,Journal Article|research-article,7,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/aging.206306,10.18632/aging.206306,"Evaluating the nonlinear effects of sleep duration on biological aging across phenotypic, genomic, and epigenomic data.",retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",8,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.18632/oncotarget.16766,10.18632/oncotarget.16766,Specific changes in mitochondrial lipidome alter mitochondrial proteome and increase the geroprotective efficiency of lithocholic acid in chronologically aging yeast.,retain_full_article_or_preprint,Journal Article|research-article,19,journal-article,19,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.20944/preprints202408.1619.v1,10.20944/preprints202408.1619.v1,Epigenetic Reprogramming of Aging: Reversing the Clock for Regenerative Medicine,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-2391658/v1,10.21203/rs.3.rs-2391658/v1,"ADHD genetic burden associates with older epigenetic age: Mediating roles of education, behavioral and sociodemographic factors among older adults",retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-2815300/v1,10.21203/rs.3.rs-2815300/v1,Longitudinal modeling of human neuronal aging identifies RCAN1-TFEB pathway contributing to neurodegeneration of Huntington's disease.,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-4022389/v1,10.21203/rs.3.rs-4022389/v1,Oral 8-aminoguanine against age-related retinal degeneration,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-4373201/v1,10.21203/rs.3.rs-4373201/v1,Cellular senescence induced by cholesterol accumulation is mediated by lysosomal ABCA1 in APOE4 and AD,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-6568233/v1,10.21203/rs.3.rs-6568233/v1,Din Oversees Mesenchymal Stem Cell Homeostasis in Mouse Incisors,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-6768173/v1,10.21203/rs.3.rs-6768173/v1,Multivariate genome-wide analyses of insulin resistance phenotypes unravel novel loci and therapeutic targets for cardiometabolic health and longevity,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-7771199/v1,10.21203/rs.3.rs-7771199/v1,Reproductive aging causes precocious ZGA and morula gene expression and chromatin hyper-activation in rhesus monkey embryos via maternal SETDB1 insufficiency,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-9261217/v1,10.21203/rs.3.rs-9261217/v1,HIRA-mediated H3.3 deposition preserves hepatocyte cell identity during liver aging,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.21203/rs.3.rs-9586760/v1,10.21203/rs.3.rs-9586760/v1,Pleiotropic genetic links between high-grade serous ovarian cancer and female reproductive timing traits,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.2147/ccid.s508946,10.2147/ccid.s508946,Potential Targets Related to Skin Aging: Based on eQTL and GWAS Datasets,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.2147/ccid.s562516,10.2147/ccid.s562516,DNA Methylation‐Regulated ZDHHC17 Promotes the Risk of Facial Skin Aging,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.2147/dddt.s594895,10.2147/dddt.s594895,"SRN-901, a Novel Longevity Drug, Extends Lifespan and Healthspan by Targeting Multiple Aging Pathways.",retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.2174/0115680266358687250507041056,10.2174/0115680266358687250507041056,Integrative Analysis Reveals Genes Causal Relation with Ovarian Cancer and aging,retain_full_article_or_preprint,Journal Article|research-article,7,journal-article,7,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.2337/db14-1709,10.2337/db14-1709,Epigenetic Regulation of Placenta-Specific 8 Contributes to Altered Function of Endothelial Colony-Forming Cells Exposed to Intrauterine Gestational Diabetes Mellitus.,retain_full_article_or_preprint,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|research-article",7,journal-article,7,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.26599/fshw.2025.9250818,10.26599/fshw.2025.9250818,The antiaging effect of edible bird's nest on the skin of healthy women: a randomized controlled trial,retain_full_article_or_preprint,,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.31857/s0026898424020065,10.31857/s0026898424020065,"Knockout of <i>Hsp70</i> genes modulates age-related transcriptomic changes in leg muscles, reduces locomotion speed and lifespan of <i>Drosophila melanogaster</i>",retain_full_article_or_preprint,English Abstract|Journal Article,2,journal-article,2,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.32604/or.2025.060021,10.32604/or.2025.060021,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity,retain_full_article_or_preprint,Journal Article|research-article,7,journal-article,7,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3324/haematol.2026.s1.84,10.3324/haematol.2026.s1.84,P011 | Metabolic rewiring fuels immunosuppression and fibrosis in myelofibrosis via the lactate–glutamate axis,exclude_conference_abstract,,,journal-article,s1,abstract_number,Official source identifies XIX Congress and ABSTRACT N. P011.,https://haematologica.org/article/download/haematol.2026.s1.84/79680
doi:10.3389/fcell.2026.1784998,10.3389/fcell.2026.1784998,Extracellular vesicles modulate skin aging biomarkers in a 3D reconstructed full-thickness skin model,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fendo.2023.1255889,10.3389/fendo.2023.1255889,Using proteomics and metabolomics to identify therapeutic targets for senescence mediated cancer: genetic complementarity method,retain_full_article_or_preprint,Journal Article|Meta-Analysis|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fimmu.2024.1360687,10.3389/fimmu.2024.1360687,Unraveling the mechanisms of NK cell dysfunction in aging and Alzheimer's disease: insights from GWAS and single-cell transcriptomics.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fnagi.2023.1241412,10.3389/fnagi.2023.1241412,Effects of copy number variations on longevity in late-onset Alzheimer's disease patients: insights from a causality network analysis.,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fncel.2023.1296455,10.3389/fncel.2023.1296455,A view of the genetic and proteomic profile of extracellular matrix molecules in aging and stroke,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fnut.2026.1750030,10.3389/fnut.2026.1750030,Epigenetic and microbiome responses to greens supplementation in obese older adults: results from a randomized crossover-controlled trial.,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fonc.2024.1276092,10.3389/fonc.2024.1276092,"Diverse temporal and spatial mechanisms work, partially through Stanniocalcin-1, V-ATPase and senescence, to activate the extracellular ATP-mediated drug resistance in human cancer cells",retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fpls.2020.589005,10.3389/fpls.2020.589005,Elucidation of the miR164c-Guided Gene/Protein Interaction Network Controlling Seed Vigor in Rice.,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3389/fpsyt.2023.1070556,10.3389/fpsyt.2023.1070556,A human stem cell-derived neuronal model of morphine exposure reflects brain dysregulation in opioid use disorder: Transcriptomic and epigenetic characterization of postmortem-derived iPSC neurons.,retain_full_article_or_preprint,Journal Article|research-article,,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/antiox10020262,10.3390/antiox10020262,Rebaudioside A Enhances Resistance to Oxidative Stress and Extends Lifespan and Healthspan in Caenorhabditis elegans,retain_full_article_or_preprint,Journal Article|research-article,2,journal-article,2,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/antiox13080945,10.3390/antiox13080945,Anoectochilus roxburghii Extract Extends the Lifespan of Caenorhabditis elegans through Activating the daf-16 /FoxO Pathway.,retain_full_article_or_preprint,Journal Article|research-article,8,journal-article,8,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/antiox13121453,10.3390/antiox13121453,"Function Analysis of Heme Peroxidase Genes, MpPxd2 and MpPxd4, Under Thiacloprid Exposure in the Neonicotinoid-Resistant Myzus persicae (Sulzer).",retain_full_article_or_preprint,Journal Article|research-article,12,journal-article,12,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/antiox13121500,10.3390/antiox13121500,Protective Effects of Exogenous Melatonin Administration on White Fat Metabolism Disruption Induced by Aging and a High-Fat Diet in Mice.,retain_full_article_or_preprint,Journal Article|research-article,12,journal-article,12,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/biology14121801,10.3390/biology14121801,Mechanistic Study of Hypoxia-Mediated Regulation of Osteoblast Senescence via ATP6V1A-Dependent Modulation of Metabolic Remodeling.,retain_full_article_or_preprint,Journal Article|research-article,12,journal-article,12,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/biology15050441,10.3390/biology15050441,Age-Dependent Alterations in Intestinal Barrier Function: Involvement of Microbiota and TLR4 Signaling.,retain_full_article_or_preprint,Journal Article|research-article,5,journal-article,5,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/cancers17050791,10.3390/cancers17050791,H2AJ Is a Direct Androgen Receptor Target Gene That Regulates Androgen-Induced Cellular Senescence and Inhibits Mesenchymal Markers in Prostate Cancer Cells.,retain_full_article_or_preprint,Journal Article|research-article,5,journal-article,5,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/cancers18091330,10.3390/cancers18091330,Integrative Analysis of Cellular Senescence-Related Genes Identifies FOLR1 as a Novel Tumor Suppressor and a Potential Therapeutic Target in Lung Adenocarcinoma.,retain_full_article_or_preprint,Journal Article|research-article,9,journal-article,9,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/ijms231911110,10.3390/ijms231911110,Consequences of Autophagy Deletion on the Age-Related Changes in the Epidermal Lipidome of Mice,retain_full_article_or_preprint,Journal Article|research-article,19,journal-article,19,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/ijms26094389,10.3390/ijms26094389,Natural Variation of StNADC Regulates Plant Senescence in Tetraploid Potatoes (Solanum tuberosum L.),retain_full_article_or_preprint,Journal Article|research-article,9,journal-article,9,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/ijms26125675,10.3390/ijms26125675,Genome-Wide Identification of Luffa Sucrose Synthase Genes Reveals LaSUS1 -Mediated Sugar Metabolism Boosting Drought Tolerance.,retain_full_article_or_preprint,Journal Article|research-article,12,journal-article,12,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/ijms27093933,10.3390/ijms27093933,Codonopsis pilosula Polysaccharide (CPP) Alleviates D-Gal-Induced Aging and Gut Microbiota Dysbiosis,retain_full_article_or_preprint,Journal Article|research-article,9,journal-article,9,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/ph18060846,10.3390/ph18060846,Exploring the Potential Association Between Inhaled Corticosteroid and Face Aging Risk: A Mendelian Randomization Study.,retain_full_article_or_preprint,Journal Article|research-article,6,journal-article,6,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.3390/plants15152337,10.3390/plants15152337,Dynamics of Functional Traits and Molecular Regulation in the Vascular Cambium Across Different Ages of Styphnolobium japonicum,retain_full_article_or_preprint,Journal Article|research-article,15,journal-article,15,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.4331/wjbc.v7.i1.188,10.4331/wjbc.v7.i1.188,Epigenetic alteration to activate Bmp2-Smad signaling in Raf-induced senescence.,retain_full_article_or_preprint,Journal Article|research-article,1,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64336/001c.155781,10.64336/001c.155781,Cell-type-specific chromatin accessibility patterns in aging hippocampal neural stem cells reveal MEF2 family motif enrichment,retain_full_article_or_preprint,,,journal-article,1,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2025.12.03.692074,10.64898/2025.12.03.692074,A microprotein encoded by FERMT3 modulates endothelial cell protein catabolism and induces p53-mediated cell cycle arrest and senescence,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2026.01.20.700435,10.64898/2026.01.20.700435,"Acetyl-CoA availability regulates neuronal metabolism, growth, and synaptic activity.",retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2026.02.02.703301,10.64898/2026.02.02.703301,Transcriptome-wide association study and fly experiments uncover the role of CoA synthase in ageing across species,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2026.05.18.726092,10.64898/2026.05.18.726092,TORC1 integrates metabolic state transitions during aging,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2026.06.19.730442,10.64898/2026.06.19.730442,Aging promotes inflammation and steatosis in alcohol-associated liver disease in mice,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.64898/2026.07.05.26356402,10.64898/2026.07.05.26356402,A generator-matrix causal-inference framework separates measurable aging biomarkers from mortality-driving latent dynamics in humans,retain_full_article_or_preprint,Preprint,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.7554/elife.104550,10.7554/elife.104550,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus,retain_full_article_or_preprint,,,posted-content,,,No conference-abstract publication type or verified conference-object signal found.,
doi:10.7554/elife.67275,10.7554/elife.67275,Tissue-specific modulation of gene expression in response to lowered insulin signalling in <i>Drosophila</i>.,retain_full_article_or_preprint,"Journal Article|Research Support, Non-U.S. Gov't|research-article",,journal-article,,,No conference-abstract publication type or verified conference-object signal found.,
