record_id,doi,title,baseline_decision,final_decision,final_exclusion_code,decision_reason,pending_reason,prisma_disposition,decision_source,scope_valid_repeats,causal_valid_repeats,human_adjudication_applied,record_audit
doi:10.1101/2025.09.26.678810,10.1101/2025.09.26.678810,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_86e973bd47a61bf9.json
doi:10.1101/2025.09.30.679481,10.1101/2025.09.30.679481,"Imp, a key regulator of transposable elements, cell growth, and differentiation genes during embryogenesis",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_8b71c0289bcebcda.json
doi:10.1101/2025.10.08.681100,10.1101/2025.10.08.681100,Endothelial expression of ZBTB16 protects against cardiac aging,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_50323b277ed3701d.json
doi:10.1101/2025.10.22.682160,10.1101/2025.10.22.682160,Cardiomyocyte-specific plakophilin-2 loss is sufficient to induce aging and senescence of nonmyocytes. Relevance to arrhythmogenic cardiomyopathy,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_9c68a2df31df1645.json
doi:10.1101/2025.10.25.683217,10.1101/2025.10.25.683217,Protracted fate acquisition and epigenetic de-aging during induced neural stem cell conversion of human blood cells,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_ac8a43c22072d8f4.json
doi:10.1101/2025.11.15.25340310,10.1101/2025.11.15.25340310,A photoplethysmography-based aging clock reveals genetic determinants of arterial aging,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b78ed84620f84466.json
doi:10.1101/2025.11.22.689949,10.1101/2025.11.22.689949,Form and function of actin impacts actin health and aging,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_1a16f3a0c0cdf690.json
doi:10.1101/680462,10.1101/680462,"Nicotinamide riboside augments the human skeletal muscle NAD+ metabolome and induces transcriptomic and anti-inflammatory signatures in aged subjects: a placebo-controlled, randomized trial",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_af1e17b871e6d2b6.json
doi:10.1105/tpc.111.090894,10.1105/tpc.111.090894,"JUNGBRUNNEN1 , a Reactive Oxygen Species–Responsive NAC Transcription Factor, Regulates Longevity in Arabidopsis",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3b4d112837e15125.json
doi:10.1111/acel.12849,10.1111/acel.12849,JNK modifies neuronal metabolism to promote proteostasis and longevity.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_dce0b2e9b7165071.json
doi:10.1111/acel.13173,10.1111/acel.13173,The NSD2/WHSC1/MMSET methyltransferase prevents cellular senescence-associated epigenomic remodeling.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_2f95479607d9d641.json
doi:10.1111/acel.13199,10.1111/acel.13199,"The phytochemical epigallocatechin gallate prolongs the lifespan by improving lipid metabolism, reducing inflammation and oxidative stress in high-fat diet-fed obese rats.",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_95b625eced130290.json
doi:10.1111/acel.13858,10.1111/acel.13858,AP-1 is a regulatory transcription factor of inflammaging in the murine kidney and liver.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_25288bf1a3a06888.json
doi:10.1111/acel.13865,10.1111/acel.13865,"PTEN ‐induced kinase 1 is associated with renal aging, via the cGAS ‐ STING pathway",exclude,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,,excluded_after_full_text_assessment,offline_revalidated_baseline,5,0,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_7f084eece9197366.json
doi:10.1111/acel.14081,10.1111/acel.14081,L-arginine metabolism ameliorates age-related cognitive impairment by Amuc_1100-mediated gut homeostasis maintaining.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_4cfaf75fcd2de06b.json
doi:10.1111/acel.14108,10.1111/acel.14108,Histone deficiency and hypoacetylation in the aging retinal pigment epithelium.,manual_review,exclude,EC4,The report performs mRNA sequencing. Histone abundance and selected acetylation marks are measured by Western blot/immunodetection; these targeted assays do not establish a genome-wide epigenomics layer under the frozen boundary.,,excluded_after_full_text_assessment,assistant_curated_source_evidence_pending_expert_confirmation,5,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_14.json
doi:10.1111/acel.14150,10.1111/acel.14150,Progeria-based vascular model identifies networks associated with cardiovascular aging and disease.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3acb11e2f36e0a9c.json
doi:10.1111/acel.70065,10.1111/acel.70065,"Identifying PDAP1 as a Biological Target on Human Longevity: Integration of Mendelian Randomization, Cohort, and Cell Experiments Validation Study.",manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b314dbf98991fd4c.json
doi:10.1111/acel.70108,10.1111/acel.70108,Quercetin Reduces Vascular Senescence and Inflammation in Symptomatic Male but Not Female Coronary Artery Disease Patients.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_0b8f52a498244900.json
doi:10.1111/acel.70166,10.1111/acel.70166,L-Tryptophan Produced by Bifidobacterium pseudocatenulatum NCU-08 Delays Aging in SAMP8 Mice by Activating the Sirt1/P53/P21/Rb Signaling Pathway.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_580cba7e6a9f6a78.json
doi:10.1111/acel.70279,10.1111/acel.70279,Association of Epigenetic Age Acceleration and Mitochondrial DNA-Based Aging Metrics Provides Insights Into Mechanisms of Aging-Related Diseases.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,v1.6.2_targeted_automatic_five_run_route,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.2_medium_auto/records/record_ef6b9bff3b03d476.json
doi:10.1111/acel.70343,10.1111/acel.70343,A Histone Code Functionally Linked to Replicative Senescence.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3d2c111aa3f6e562.json
doi:10.1111/acel.70396,10.1111/acel.70396,Broad Epigenetic Shifts in the Aging Drosophila Retina Contribute to Its Altered Diurnal Rhythmic Transcriptome.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_054c5e2754604d7b.json
doi:10.1111/bph.15410,10.1111/bph.15410,Sodium rutin extends lifespan and health span in mice including positive impacts on liver health.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_03c8ba343f233cc5.json
doi:10.1111/cns.70415,10.1111/cns.70415,miR‐484 in Hippocampal Astrocytes of Aged and Young Rats Targets CSF‐1 to Regulate Neural Progenitor/Stem Cell Proliferation and Differentiation Into Neurons,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_212bcf7905766eaa.json
doi:10.1111/cpr.13337,10.1111/cpr.13337,PFKFB4 facilitates palbociclib resistance in oestrogen receptor‐positive breast cancer by enhancing stemness,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_922d55e524ced7ad.json
doi:10.1111/pce.13330,10.1111/pce.13330,Genes for seed longevity in barley identified by genomic analysis on near isogenic lines.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_be7723c3857209e2.json
doi:10.1111/tpj.14125,10.1111/tpj.14125,Polycomb repressive complex 2 attenuates ABA‐induced senescence in Arabidopsis,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_ee7bb03b67afcdb0.json
doi:10.1111/tpj.71045,10.1111/tpj.71045,The NAC transcription factor BrrNAC082 positively mediates leaf senescence in Brassica rapa.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_cd00a966705a1969.json
doi:10.1126/sciadv.aaz6477,10.1126/sciadv.aaz6477,"EED-mediated histone methylation is critical for CNS myelination and remyelination by inhibiting WNT, BMP, and senescence pathways",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_4b05224e0eee981e.json
doi:10.1126/sciadv.abj1604,10.1126/sciadv.abj1604,Exportin 1 modulates life span by regulating nucleolar dynamics via the autophagy protein LGG-1/GABARAP,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3ac111e5b79e0892.json
doi:10.1126/sciadv.abo5482,10.1126/sciadv.abo5482,Rapamycin treatment during development extends life span and health span of male mice and Daphnia magna .,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_6fcf09aa49fe4613.json
doi:10.1126/sciadv.adz4847,10.1126/sciadv.adz4847,Blocking nuclear receptor Nr4a3 unlocks the senescence barrier to promote direct cardiac reprogramming.,manual_review,assessed,none,"The current report profiles RNA-seq, ATAC-seq and chromatin marks and directly perturbs Nr4a3 during senescence-limited cardiac reprogramming.",,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,4,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_15.json
doi:10.1128/mcb.00522-16,10.1128/mcb.00522-16,The Chromatin-Associated Phf12 Protein Maintains Nucleolar Integrity and Prevents Premature Cellular Senescence.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_4a32a1c0fb1d1fe6.json
doi:10.1128/msystems.01487-24,10.1128/msystems.01487-24,Honeybees fed D-galactose exhibit aging signs with changes in gut microbiota and metabolism.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f52fa3960c6a0502.json
doi:10.1136/heartjnl-2026-327950,10.1136/heartjnl-2026-327950,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_7ee977564a16107e.json
doi:10.1152/ajpgi.00290.2016,10.1152/ajpgi.00290.2016,Aging-associated changes in microRNA expression profile of internal anal sphincter smooth muscle: Role of microRNA-133a.,exclude,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,,excluded_after_full_text_assessment,offline_revalidated_baseline,5,0,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_810891ab2a5c8013.json
doi:10.1152/physiolgenomics.00119.2023,10.1152/physiolgenomics.00119.2023,Genetic drivers of age-related changes in urinary magnesium excretion.,manual_review,exclude,EC5,"Previously published kidney RNA-seq/eQTL data are actively reanalyzed against current Mg QTL loci, so transcriptomics counts as current-report use. QTL/eQTL matching and correlations do not constitute a genetic-instrument causal design under the frozen causal table.",,excluded_after_full_text_assessment,assistant_curated_source_evidence_pending_expert_confirmation,5,0,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_16.json
doi:10.1161/circulationaha.121.056286,10.1161/circulationaha.121.056286,Heteroplasmy of Wild-Type Mitochondrial DNA Variants in Mice Causes Metabolic Heart Disease With Pulmonary Hypertension and Frailty,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_af7a82ece92f346d.json
doi:10.1161/circulationaha.121.056456,10.1161/circulationaha.121.056456,Epigenetic Age and the Risk of Incident Atrial Fibrillation.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_d24464c9d7c9317b.json
doi:10.1161/jaha.125.047447,10.1161/jaha.125.047447,Cardiomyocyte‐Specific Plakophilin‐2 Loss Is Sufficient to Induce Aging and Senescence of Nonmyocytes: Relevance to Arrhythmogenic Cardiomyopathy,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c8404b2e105ef6b4.json
doi:10.1167/iovs.67.4.30,10.1167/iovs.67.4.30,Modulation of Iron-Induced Glucose Metabolic Reprogramming Alleviates Retinal Pigment Epithelial Cell Senescence,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_ddd1c071ffe01ec2.json
doi:10.1172/jci.insight.192047,10.1172/jci.insight.192047,Inhibition of AhR improves cortical bone and skeletal muscle function via preservation of neuromuscular junctions,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_551ef83bd7856965.json
doi:10.1177/0022034520958374,10.1177/0022034520958374,Serine Metabolism Controls Dental Pulp Stem Cell Aging by Regulating the DNA Methylation of p16.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f07d679392e30ad6.json
doi:10.1186/1471-2164-15-927,10.1186/1471-2164-15-927,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_626ddabddc69656e.json
doi:10.1186/s12864-026-12574-5,10.1186/s12864-026-12574-5,"KLHDC3 deficiency in mice reveals essential roles in development, survival, and adiposity via the DesCEND ubiquitin pathway.",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_876089c1e8cfcc8d.json
doi:10.1186/s12885-017-3472-5,10.1186/s12885-017-3472-5,Loss of DIP2C in RKO cells stimulates changes in DNA methylation and epithelial-mesenchymal transition,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_a9d6b85a5db7fb49.json
doi:10.1186/s12916-023-03067-3,10.1186/s12916-023-03067-3,The effect of polyphenols on DNA methylation-assessed biological age attenuation: the DIRECT PLUS randomized controlled trial,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_38351221b6ab97fe.json
doi:10.1186/s12951-025-03612-7,10.1186/s12951-025-03612-7,Extracellular vesicles from ovarian cancer cells induce senescent lipid-laden macrophages to facilitate omental metastasis,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_8c7a105761f5b40a.json
doi:10.1186/s12951-026-04362-w,10.1186/s12951-026-04362-w,A multifunctional ICAM1-directed MnO₂@ZIF8 nanoplatform with Tanshinone IIA synergistically reverses senescence and restores alveolar regeneration in septic lung injury,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c355671be3c0a3ca.json
doi:10.1186/s12964-020-00634-6,10.1186/s12964-020-00634-6,Yes-associated protein (YAP) induces a secretome phenotype and transcriptionally regulates plasminogen activator Inhibitor-1 (PAI-1) expression in hepatocarcinogenesis.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_73028b43becf1bfd.json
doi:10.1186/s12974-017-0928-0,10.1186/s12974-017-0928-0,"Progression of pathology in PINK1-deficient mouse brain from splicing via ubiquitination, ER stress, and mitophagy changes to neuroinflammation.",assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_858e14843479ecfc.json
doi:10.1186/s13024-017-0212-x,10.1186/s13024-017-0212-x,Hexokinases link DJ-1 to the PINK1/parkin pathway.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_2782d389d423259f.json
doi:10.1186/s13024-023-00628-1,10.1186/s13024-023-00628-1,Overexpression of human alpha-Synuclein leads to dysregulated microbiome/metabolites with ageing in a rat model of Parkinson disease,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_81e39d3bd04c4c40.json
doi:10.1186/s13024-024-00746-4,10.1186/s13024-024-00746-4,Pathological characteristics of axons and alterations of proteomic and lipidomic profiles in midbrain dopaminergic neurodegeneration induced by WDR45-deficiency,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c16480271535ec57.json
doi:10.1186/s13024-025-00802-7,10.1186/s13024-025-00802-7,Cellular senescence induced by cholesterol accumulation is mediated by lysosomal ABCA1 in APOE4 and AD,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_161a08a3d033f1d5.json
doi:10.1186/s13046-023-02909-5,10.1186/s13046-023-02909-5,RSK3 switches cell fate: from stress-induced senescence to malignant progression,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_f69eafd2c30829f9.json
doi:10.1186/s13046-025-03420-9,10.1186/s13046-025-03420-9,PSMB10 maintains the stemness of chemotherapeutic drug-resistant leukemia cells by inhibiting senescence and cytotoxic T lymphocyte-mediated killing in a ubiquitinated degradation manner,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_c5675fc0a630d1e3.json
doi:10.1186/s13046-026-03741-3,10.1186/s13046-026-03741-3,Extracellular vesicles from chemotherapy-induced senescent tumor cells reprogram hepatic phospholipid metabolism to promote pancreatic cancer liver metastasis.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_39b6ed37025f6b5e.json
doi:10.1186/s13073-024-01322-7,10.1186/s13073-024-01322-7,Metabolome-wide Mendelian randomization for age at menarche and age at natural menopause,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_306915b151a70b5b.json
doi:10.1186/s13195-025-01861-0,10.1186/s13195-025-01861-0,Ap1s1 reduction in the aging brain heightens neuronal vulnerability to amyloid-β and oxidative stress in Alzheimer's pathogenesis.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_9defb3835105a6fd.json
doi:10.1186/s13287-021-02455-x,10.1186/s13287-021-02455-x,Using a new HSPC senescence model in vitro to explore the mechanism of cellular memory in aging HSPCs.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_e771004f4995ce1a.json
doi:10.1186/s13287-024-03916-9,10.1186/s13287-024-03916-9,Cytokine priming enhances the antifibrotic effects of human adipose derived mesenchymal stromal cells conditioned medium,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,v1.6.2_targeted_automatic_five_run_route,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.2_medium_auto/records/record_ee4c241ef1ac73af.json
doi:10.1186/s13287-025-04761-0,10.1186/s13287-025-04761-0,iPSCs derived sEVs ameliorate NK cell senescence by targeting CISH-STAT3,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_1a7c149ece608499.json
doi:10.1186/s13287-026-05112-3,10.1186/s13287-026-05112-3,SIRT6 enhances the therapeutic potential of extracellular vesicles in mitigating osteoarthritis in rat models,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_70d826ad84342c97.json
doi:10.1186/s13395-025-00406-1,10.1186/s13395-025-00406-1,Long-term DNA methylation changes induced by age and elevated CO<sub>2</sub> in skeletal muscle.,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_b019f7fcc013999a.json
doi:10.1186/s13619-026-00279-9,10.1186/s13619-026-00279-9,MRG15 decline in aged/injured MuSCs hinders regeneration via differentiation defects.,exclude,exclude,EC4,five_of_five_unanimous_decisive_criterion_failure,,excluded_after_full_text_assessment,offline_revalidated_baseline,5,0,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_d2a9ff6728d8e94e.json
doi:10.1186/s40168-019-0751-1,10.1186/s40168-019-0751-1,Antibiotic-modulated microbiome suppresses lethal inflammation and prolongs lifespan in Treg-deficient mice,manual_review,assessed,none,"The frozen scope explicitly includes lifespan. The study administers antibiotics with water controls, profiles microbiota and fecal metabolomics, and measures survival in Treg-deficient mice. This is a direct administered animal perturbation, although the lifespan phenotype reflects lethal inflammatory disease.",,meets_full_text_eligibility,assistant_curated_source_evidence_pending_expert_confirmation,5,4,False,analysis/full_text_screening/curated24_2026-09-19/cases/case_17.json
doi:10.1186/s40168-023-01707-7,10.1186/s40168-023-01707-7,Uterine microbial communities and their potential role in the regulation of epithelium cell cycle and apoptosis in aged hens.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_e33d2119c00468fd.json
doi:10.1186/s40643-024-00824-x,10.1186/s40643-024-00824-x,Stress-induced premature senescence in high five cell cultures: a principal factor in cell-density effects,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_181a942b75faa41b.json
doi:10.12122/j.issn.1673-4254.2023.08.10,10.12122/j.issn.1673-4254.2023.08.10,[Lipocalin 2 induces self-limited inhibition of osteoblast differentiation of mesenchymal stem cells].,manual_review,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,targeted_recovery_with_cached_runs,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_3c577f3a04a6e698.json
doi:10.1242/bio.062326,10.1242/bio.062326,An ARVC-5 Drosophila knock-in model reveals new functions of Tmem43 in lipid homeostasis,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_2737051d7de8e202.json
doi:10.1371/journal.pgen.1002359,10.1371/journal.pgen.1002359,Activation of Bmp2-Smad1 signal and its regulation by coordinated alteration of H3K27 trimethylation in Ras-induced senescence.,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_d3aa12b13c75e71e.json
doi:10.1371/journal.pgen.1008835,10.1371/journal.pgen.1008835,Genetic and metabolomic architecture of variation in diet restriction-mediated lifespan extension in Drosophila,assessed,assessed,none,five_of_five_same_positive_full_text_causal_basis,,meets_full_text_eligibility,offline_revalidated_baseline,5,5,False,analysis/full_text_screening/prisma_slice_v1.6.1/records/record_dcff60f66be0952e.json
