group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
363,1737,375,doi,NAD + Enhanced Mesenchymal Stromal Cells Effect on Muscle Atrophy by Improving SIRT1-Mediated Mitochondrial Function via NAMPT.,NAD<sup>+</sup> Enhanced Mesenchymal Stromal Cells Effect on Muscle Atrophy by Improving SIRT1-Mediated Mitochondrial Function via NAMPT.
364,376,1184,doi,Spatiotemporal multi-omics atlas of the aging neuromuscular junction,Spatiotemporal multi-omics atlas of the aging neuromuscular junction
364,376,3168,doi,Spatiotemporal multi-omics atlas of the aging neuromuscular junction,Spatiotemporal multi-omics atlas of the aging neuromuscular junction
365,377,718,title_year,"Integrating AI, CRISPR, and Multi-Omics for Predictive Longevity Research","Integrating AI, CRISPR, and Multi-Omics for Predictive Longevity Research"
365,377,1197,doi,"Integrating AI, CRISPR, and Multi-Omics for Predictive Longevity Research","Integrating AI, CRISPR, and Multi-Omics for Predictive Longevity Research"
366,1198,378,doi,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species
366,1198,3197,transitive_exact_match,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species
367,379,767,doi,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,Biological Aging Acceleration in Major Depressive Disorder: A Multi‐Omics Analysis
367,379,1201,doi,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,Biological Aging Acceleration in Major Depressive Disorder: A Multi‐Omics Analysis
367,379,1740,doi,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.
367,379,2109,doi,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis
367,379,3200,doi,Biological Aging Acceleration in Major Depressive Disorder: A Multi-Omics Analysis.,Biological Aging Acceleration in Major Depressive Disorder: A Multi‐Omics Analysis
368,380,1741,doi,APOE *4 Risk-Modifying Genes and Drug Targets in Alzheimer’s Disease through Cell-Type Specific Genomic Analyses,APOE *4 Risk-Modifying Genes and Drug Targets in Alzheimer's Disease through Cell-Type Specific Genomic Analyses.
368,380,3201,doi,APOE *4 Risk-Modifying Genes and Drug Targets in Alzheimer’s Disease through Cell-Type Specific Genomic Analyses,APOE*4 Risk-Modifying Genes and Drug Targets in Alzheimer’s Disease through Cell-Type Specific Genomic Analyses
369,381,1742,doi,The blood-retinal barrier in ocular pathologies: an updated narrative review.,The blood-retinal barrier in ocular pathologies: an updated narrative review.
369,381,3202,doi,The blood-retinal barrier in ocular pathologies: an updated narrative review.,The blood–retinal barrier in ocular pathologies: an updated narrative review
370,382,1202,doi,"Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm.","Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm"
370,382,1744,doi,"Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm.","Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm."
370,382,2174,doi,"Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm.","Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm"
370,382,3204,doi,"Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm.","Integrative multi-omics profiling for early diagnosis, stratification and personalized management of chronic kidney disease: a new paradigm"
371,383,1745,doi,Measuring biological age: Insights from omics studies.,Measuring biological age: Insights from omics studies.
371,383,3205,doi,Measuring biological age: Insights from omics studies.,Measuring Biological Age: Insights from omics studies.
372,3193,384,doi,Interplay between aging and metabolic diseases: from molecular mechanisms to therapeutic horizons,Interplay between aging and metabolic diseases: from molecular mechanisms to therapeutic horizons.
372,3193,1748,transitive_exact_match,Interplay between aging and metabolic diseases: from molecular mechanisms to therapeutic horizons,Interplay between aging and metabolic diseases: from molecular mechanisms to therapeutic horizons.
373,385,1749,doi,Operationalizing Chronic Inflammation: An Endotype-to-Care Framework for Precision and Equity.,Operationalizing Chronic Inflammation: An Endotype-to-Care Framework for Precision and Equity.
373,385,3169,doi,Operationalizing Chronic Inflammation: An Endotype-to-Care Framework for Precision and Equity.,Operationalizing Chronic Inflammation: An Endotype-to-Care Framework for Precision and Equity
374,386,1750,doi,From Elixirs to Geroscience: A Historical and Molecular Perspective on Anti-Aging Medicine.,From Elixirs to Geroscience: A Historical and Molecular Perspective on Anti-Aging Medicine.
374,386,3184,doi,From Elixirs to Geroscience: A Historical and Molecular Perspective on Anti-Aging Medicine.,From Elixirs to Geroscience: A Historical and Molecular Perspective on Anti-Aging Medicine
375,4355,387,doi,Stress and neurodegeneration: mechanistic insights and therapeutic opportunities for preserving brain resilience,Stress and neurodegeneration: mechanistic insights and therapeutic opportunities for preserving brain resilience.
375,4355,1751,transitive_exact_match,Stress and neurodegeneration: mechanistic insights and therapeutic opportunities for preserving brain resilience,Stress and neurodegeneration: mechanistic insights and therapeutic opportunities for preserving brain resilience.
376,389,422,title_year,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling.,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling
376,389,1753,doi,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling.,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling.
376,389,3304,doi,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling.,Fucoidan attenuates age-related skeletal muscle atrophy via gut microbiota-dependent tryptophan metabolic Remodeling.
377,390,1038,doi,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis.,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis
377,390,1754,doi,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis.,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis.
377,390,3214,doi,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis.,New Perspectives on Gastric Inflammaging: Integrating Multi-Omics Mechanisms and Gerotherapeutic Strategies in Chronic Gastritis.
378,391,1755,doi,Pharmacological Treatment for Adamantinomatous Craniopharyngioma.,Pharmacological Treatment for Adamantinomatous Craniopharyngioma.
378,391,3196,doi,Pharmacological Treatment for Adamantinomatous Craniopharyngioma.,Pharmacological Treatment for Adamantinomatous Craniopharyngioma
379,3220,392,doi,Transient hepatic reconstitution of trophic factors enhances aged immunity,Transient hepatic reconstitution of trophic factors enhances aged immunity.
379,3220,1756,title_year,Transient hepatic reconstitution of trophic factors enhances aged immunity,Transient hepatic reconstitution of trophic factors enhances aged immunity.
380,393,421,title_year,From mechanism to application: Harnessing oxidative stress signaling for innovative food design.,From mechanism to application: Harnessing oxidative stress signaling for innovative food design
380,393,1757,doi,From mechanism to application: Harnessing oxidative stress signaling for innovative food design.,From mechanism to application: Harnessing oxidative stress signaling for innovative food design.
380,393,3309,doi,From mechanism to application: Harnessing oxidative stress signaling for innovative food design.,From mechanism to application: Harnessing oxidative stress signaling for innovative food design.
381,3176,394,doi,Association of accelerometer-measured step count and intensity with mental health: A prospective cohort study.,Association of accelerometer-measured step count and intensity with mental health: A prospective cohort study.
381,3176,1758,title_year,Association of accelerometer-measured step count and intensity with mental health: A prospective cohort study.,Association of accelerometer-measured step count and intensity with mental health: A prospective cohort study.
382,395,1759,doi,Targeting KAT8 alleviates vascular senescence by modulating the INHBA/TGF-β pathway.,Targeting KAT8 alleviates vascular senescence by modulating the INHBA/TGF-β pathway.
383,396,1760,doi,"Clonal Hematopoiesis of Indeterminate Potential and Cardiometabolic Disease: Challenges, Controversies and Future Perspectives.","Clonal Hematopoiesis of Indeterminate Potential and Cardiometabolic Disease: Challenges, Controversies and Future Perspectives."
383,396,3231,doi,"Clonal Hematopoiesis of Indeterminate Potential and Cardiometabolic Disease: Challenges, Controversies and Future Perspectives.","Clonal Hematopoiesis of Indeterminate Potential and Cardiometabolic Disease: Challenges, Controversies and Future Perspectives"
384,3233,397,doi,The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future,The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future.
384,3233,1761,title_year,The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future,The role of gut microbiome in aging-associated diseases: where do we stand now and how technology will transform the future.
385,398,734,transitive_exact_match,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study
385,398,1217,doi,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study
385,398,1762,doi,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.
385,398,2133,doi,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study
385,398,3190,doi,Accelerated biological aging underlies the link between heavy metal mixture exposure and depression: A multi-omics study.,Accelerated Biological Aging Underlies the Link Between Heavy Metal Mixture Exposure and Depression: A Multi-Omics Study.
386,399,1763,doi,Therapeutic potential of astrocyte transdifferentiated neurons.,Therapeutic potential of astrocyte transdifferentiated neurons.
386,399,3241,doi,Therapeutic potential of astrocyte transdifferentiated neurons.,Therapeutic potential of astrocyte transdifferentiated neurons.
387,3242,400,doi,Age-independent and targetable transcription factor networks regulating CD8+ T cell senescence in aging humans,Age-independent and targetable transcription factor networks regulating CD8 + T cell senescence in aging humans.
387,3242,1765,title_year,Age-independent and targetable transcription factor networks regulating CD8+ T cell senescence in aging humans,Age-independent and targetable transcription factor networks regulating CD8 + T cell senescence in aging humans.
388,1766,402,pmid,Precision geronutrition: personalized nutritional strategies to extend healthy lifespan.,Precision geronutrition: personalized nutritional strategies to extend healthy lifespan.
389,403,1218,doi,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,Multi‐Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis‐Mediated Reduction of Citrate Content
389,403,1767,doi,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.
389,403,2110,doi,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content
389,403,3237,doi,Multi-Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis-Mediated Reduction of Citrate Content.,Multi‐Omics Analysis Reveals Photodynamic Therapy Ameliorating Skin Photoaging by Improving Cellular Senescence Through Mitohormesis‐Mediated Reduction of Citrate Content
390,404,1253,doi,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis
390,404,1782,doi,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.
390,404,2123,doi,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis
390,404,3298,doi,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis.,Multi-omics data reveal causal associations of cellular senescence-related genes in rheumatoid arthritis: A summary-data-based Mendelian randomization and co-localization analysis
391,4649,405,doi,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study.
391,4649,1237,transitive_exact_match,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study
391,4649,1768,transitive_exact_match,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study.
391,4649,2155,transitive_exact_match,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study
391,4649,3267,transitive_exact_match,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study,Cell senescence-related pathogenic genes in sleep disorders: a multi-omics Mendelian randomization study
392,406,1769,doi,Toward precision for bronchopulmonary dysplasia: Moving past current definitions.,Toward precision for bronchopulmonary dysplasia: Moving past current definitions.
392,406,4463,doi,Toward precision for bronchopulmonary dysplasia: Moving past current definitions.,Toward precision for bronchopulmonary dysplasia: Moving past current definitions
393,407,1770,doi,"Osteoarthritis: multitissue pathology, molecular mechanisms, clinical management, and emerging precision and regenerative therapies.","Osteoarthritis: multitissue pathology, molecular mechanisms, clinical management, and emerging precision and regenerative therapies."
394,1238,408,doi,Causally-anchored multi-omic deep learning recovers exercise-responsive and ageing-causal genes from human physical activity,Causally-anchored multi-omic deep learning recovers exercise-responsive and ageing-causal genes from human physical activity
394,1238,795,transitive_exact_match,Causally-anchored multi-omic deep learning recovers exercise-responsive and ageing-causal genes from human physical activity,Multi-omic deep learning identifies exercise-responsive ageing pathways in humans
394,1238,3266,transitive_exact_match,Causally-anchored multi-omic deep learning recovers exercise-responsive and ageing-causal genes from human physical activity,Multi-omic deep learning identifies exercise-responsive ageing pathways in humans
395,409,1771,doi,A review of omics studies in sarcopenia: from molecular mechanisms to hepatic-gut-muscle interactions in chronic liver disease comorbidity.,A review of omics studies in sarcopenia: from molecular mechanisms to hepatic-gut-muscle interactions in chronic liver disease comorbidity.
395,409,3268,doi,A review of omics studies in sarcopenia: from molecular mechanisms to hepatic-gut-muscle interactions in chronic liver disease comorbidity.,A review of omics studies in sarcopenia: from molecular mechanisms to hepatic-gut-muscle interactions in chronic liver disease comorbidity
396,410,1772,doi,"DNA Methylation and Its Role in Personalized Nutrition: Mechanisms, Clinical Insights, and Future Perspectives.","DNA Methylation and Its Role in Personalized Nutrition: Mechanisms, Clinical Insights, and Future Perspectives."
396,410,3256,doi,"DNA Methylation and Its Role in Personalized Nutrition: Mechanisms, Clinical Insights, and Future Perspectives.","DNA Methylation and Its Role in Personalized Nutrition: Mechanisms, Clinical Insights, and Future Perspectives"
397,411,1239,doi,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer.,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer
397,411,1773,doi,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer.,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer.
397,411,2175,doi,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer.,Pan-cancer and multi-omics analyses reveal the diagnostic and prognostic value of BAZ2B in cancer
398,412,1774,doi,"Clinical proteomics in cardiovascular medicine: Current capabilities, limitations, and future directions.","Clinical proteomics in cardiovascular medicine: Current capabilities, limitations, and future directions."
398,412,3255,doi,"Clinical proteomics in cardiovascular medicine: Current capabilities, limitations, and future directions.","Clinical proteomics in cardiovascular medicine: Current capabilities, limitations, and future directions."
399,413,1775,doi,Inflammatory mechanisms in diabetic nephropathy: emerging insights and targeted therapeutics.,Inflammatory mechanisms in diabetic nephropathy: emerging insights and targeted therapeutics.
399,413,3279,doi,Inflammatory mechanisms in diabetic nephropathy: emerging insights and targeted therapeutics.,Inflammatory mechanisms in diabetic nephropathy: emerging insights and targeted therapeutics
400,1243,414,doi,"Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression","Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression."
400,1243,1776,transitive_exact_match,"Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression","Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression."
400,1243,3282,transitive_exact_match,"Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression","Integrated multi-omics identifies MCRS1 as a causal hub linking aging, metabolic syndrome, and breast cancer progression"
401,415,1777,doi,Single-nuclei RNA-sequencing uncovers sexually divergent exercise signatures partially mimicked by TFEB overexpression in mouse skeletal muscle,Single-nuclei RNA-sequencing uncovers sexually divergent exercise signatures partially mimicked by TFEB overexpression in mouse skeletal muscle.
402,416,1778,doi,Chronic periodontitis and systemic inflammation in the elderly: implications for neurodegeneration.,Chronic periodontitis and systemic inflammation in the elderly: implications for neurodegeneration.
402,416,3292,doi,Chronic periodontitis and systemic inflammation in the elderly: implications for neurodegeneration.,Chronic periodontitis and systemic inflammation in the elderly: implications for neurodegeneration
403,4449,417,doi,"Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics","Multi-omics insights into GBA1-associated Parkinson's disease: interplay of genomics, transcriptomics, proteomics, and lipidomics."
403,4449,1252,title_year,"Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics","Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics"
403,4449,1779,transitive_exact_match,"Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics","Multi-omics insights into GBA1-associated Parkinson's disease: interplay of genomics, transcriptomics, proteomics, and lipidomics."
403,4449,2176,transitive_exact_match,"Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics","Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics"
403,4449,3293,transitive_exact_match,"Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics","Multi-omics insights into GBA1-associated Parkinson’s disease: interplay of genomics, transcriptomics, proteomics, and lipidomics"
404,418,1781,doi,Asprosin-driven metabolic-epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts.,Asprosin-driven metabolic-epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts.
404,418,3245,doi,Asprosin-driven metabolic-epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts.,Asprosin-driven metabolic-epigenetic rewiring attenuates mesenchymal stem cell senescence with therapeutic benefits for infarcted hearts.
405,419,1783,doi,Molecular mechanisms of skeletal muscle fibrosis and potential targeted therapeutic strategies.,Molecular mechanisms of skeletal muscle fibrosis and potential targeted therapeutic strategies.
405,419,3297,doi,Molecular mechanisms of skeletal muscle fibrosis and potential targeted therapeutic strategies.,Molecular mechanisms of skeletal muscle fibrosis and potential targeted therapeutic strategies
406,420,1254,doi,Gut-Metabolome-Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses.,Gut–Metabolome–Proteome Interactions in Age‐Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi‐Omics Analyses
406,420,1784,doi,Gut-Metabolome-Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses.,Gut-Metabolome-Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses.
406,420,2138,doi,Gut-Metabolome-Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses.,Gut–Metabolome–Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses
406,420,3299,doi,Gut-Metabolome-Proteome Interactions in Age-Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi-Omics Analyses.,Gut–Metabolome–Proteome Interactions in Age‐Related Hearing Loss: Insights from Fecal Microbiota Transplantation and Multi‐Omics Analyses
407,423,1258,doi,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,Multiomics analysis reveals that senescent CXCL16+ macrophages promote lung adenocarcinoma progression through TGF-β signalling
407,423,1785,doi,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,Multiomics analysis reveals that senescent CXCL16 + macrophages promote lung adenocarcinoma progression through TGF-β signalling.
407,423,2178,doi,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,Multiomics analysis reveals that senescent CXCL16+ macrophages promote lung adenocarcinoma progression through TGF-β signalling
407,423,3329,doi,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,Multiomics analysis reveals that senescent CXCL16+ macrophages promote lung adenocarcinoma progression through TGF-β signalling
408,424,1786,doi,Decoding the brain's ATG8 paralog code: LC3-GABARAP specialization at synapses and the astrocyte-neuron interface.,Decoding the brain's ATG8 paralog code: LC3-GABARAP specialization at synapses and the astrocyte-neuron interface.
408,424,3330,doi,Decoding the brain's ATG8 paralog code: LC3-GABARAP specialization at synapses and the astrocyte-neuron interface.,Decoding the brain’s ATG8 paralog code: LC3–GABARAP specialization at synapses and the astrocyte–neuron interface
409,425,764,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging
409,425,1259,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging
409,425,1787,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging.
409,425,2111,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging
409,425,3332,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging.
409,425,4470,doi,Novel multi-omic biomarkers to combat oocyte and ovarian aging.,Novel multi-omic biomarkers to combat oocyte and ovarian aging
411,1788,427,doi,"Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights.","Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights."
411,1788,1260,transitive_exact_match,"Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights.","Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights"
411,1788,2130,transitive_exact_match,"Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights.","Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights"
411,1788,3326,transitive_exact_match,"Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights.","Multi-Omics Analysis of Morbid Obesity Using a Patented Unsupervised Machine Learning Platform: Genomic, Biochemical, and Glycan Insights"
412,428,1789,doi,Metabolic Drivers of Valve Calcification and Atrial Remodeling in Calcific Aortic Stenosis.,Metabolic Drivers of Valve Calcification and Atrial Remodeling in Calcific Aortic Stenosis.
412,428,3313,doi,Metabolic Drivers of Valve Calcification and Atrial Remodeling in Calcific Aortic Stenosis.,Metabolic Drivers of Valve Calcification and Atrial Remodeling in Calcific Aortic Stenosis
413,429,1790,doi,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle.,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle.
413,429,3335,doi,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle.,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle
413,429,4472,doi,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle.,Muscle-specific transcriptomic and metabolomic signatures reveal heterogeneous aging trajectories and altered intercellular communication in male murine skeletal muscle
414,430,1791,doi,From ageing clocks to organ networks: Biological age-driven organ asynchrony and inter-organ interactions shaping mortality risk.,From ageing clocks to organ networks: Biological age-driven organ asynchrony and inter-organ interactions shaping mortality risk.
414,430,3310,doi,From ageing clocks to organ networks: Biological age-driven organ asynchrony and inter-organ interactions shaping mortality risk.,From Ageing Clocks to Organ Networks: Biological Age-Driven Organ Asynchrony and Inter-organ Interactions Shaping Mortality Risk.
415,431,1792,doi,Buyang Huanwu Decoction attenuates vascular aging by suppressing the pathway of neutrophil extracellular trap formation via modulation of the HMGB1/TLR4/p38 signaling pathway.,Buyang Huanwu Decoction attenuates vascular aging by suppressing the pathway of neutrophil extracellular trap formation via modulation of the HMGB1/TLR4/p38 signaling pathway.
416,432,1255,doi,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms.,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms
416,432,1795,doi,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms.,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms.
416,432,2128,doi,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms.,Integration of Multi-Omics and Machine Learning Identifies TGFB1 and SERPINE1 as Biomarkers of Vascular Smooth Muscle Cell Senescence in Intracranial Aneurysms
