record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.21203/rs.3.rs-8394751/v1,europepmc,Rasal1: A candidate exercise mimetic to increase adult hippocampal neurogenesis in middle age,"Abstract Physical exercise exerts several positive effects on the brain and is emerging as an approach for mitigating age-related functional decline. One benefit of exercise is the increase in adult hippocampal neurogenesis (AHN). However, physical exercise may not always be feasible in individuals due to physical or medical constraints which are more common in older age, highlighting the importance of understanding regulators of exercise-induced AHN. We demonstrate that Rasal1, a GTPase-activating protein, is downregulated in the dentate gyrus (DG) by voluntary running exercise in young adult rats. Middle age is recognised as a period of the lifespan prognostic of cognitive health in older age, and amenable to intervention. Lentiviral knockdown of Rasal1 in the DG promoted AHN and neurite growth in middle-aged rats that were otherwise reluctant to run. Treatment of hippocampal neuroprogenitor cells in vitro with serum from exercising animals mimicked the exercise-induced downregulation of Rasal1 and was associated with neuroprogenitor expansion. Lastly, multi-omic analysis of sera in conjunction with brain proteomics identified possible systemic mediators of Rasal1 downregulation. Taken together, our findings highlight Rasal1 as a novel candidate regulator of the pro-neurogenic effects of exercise. Identifying systemic factors underlying the Rasal1-driven effects of exercise could inform new therapies to enhance AHN and hippocampal function.",2026,Preprint,10.21203/rs.3.rs-8394751/v1,direct_perturbation
doi:10.21203/rs.3.rs-9586760/v1,europepmc,Pleiotropic genetic links between high-grade serous ovarian cancer and female reproductive timing traits,"Abstract Background High-grade serous ovarian cancer (HGSOC) is the most lethal histological subtype of epithelial ovarian cancer and is characterized by substantial heritability. Epidemiological evidence indicates that female reproductive timing(FRT), including age at menarche (AAM) and age at natural menopause (ANM), is closely associated with ovarian cancer risk; however, the shared genetic basis underlying these associations remains incompletely understood. Methods We analyzed large-scale genome-wide association study (GWAS) summary statistics for HGSOC(19,883 cases and 378,355 controls of European ancestry) and FRT traits, including AAM (n = 279,470) and ANM (n = 156,364). After rigorous quality control and data harmonization, we applied complementary polygenic and pleiotropy-aware approaches to systematically evaluate genetic overlap between traits. Polygenic overlap was assessed using GPA and MiXeR. Shared susceptibility loci were identified using conjunctional false discovery rate (conjFDR) analysis, followed by Bayesian colocalization and fine-mapping to prioritize putative causal variants. Functional annotation and gene mapping were performed using integrative positional, eQTL, and chromatin interaction–based strategies. Gene-level associations were further evaluated using multiple complementary methods, including MAGMA, mBAT-combo, transcriptome-wide association studies (TWAS), and immune cell–specific single-cell TWAS (scTWAS). Finally, we applied summary data–based Mendelian randomization and proteome-wide association analyses to explore pleiotropic effects at the gene and protein levels, along with pathway enrichment analyses to characterize shared biological processes. Results Despite low genome-wide genetic correlations, we observed substantial genetic overlap between HGSOC and reproductive timing traits. ConjFDR analysis identified 18 shared susceptibility loci (10 for AAM and 8 for ANM), including a prominent pleiotropic signal at the 17q21.31 locus. Gene-based analyses highlighted pleiotropic genes such as ARHGAP27 and CBX1, which showed consistent associations across HGSOC, AAM, and ANM. Functional annotation and pathway enrichment analyses implicated immune regulation, chromatin organization, vesicle-mediated transport, and developmental processes in HGSOC, suggesting convergent biological mechanisms linking ovarian carcinogenesis with the regulation of reproductive lifespan. Conclusions Our findings provide comprehensive genetic evidence for shared etiological pathways between HGSOC and FRT. By identifying multiple loci and genes that jointly influence ovarian cancer risk and reproductive aging, this study extends the incessant ovulation hypothesis into a genetic framework and offers new insights into the biological links between cancer susceptibility and female reproductive biology.",2026,Preprint,10.21203/rs.3.rs-9586760/v1,genetic_instrument
doi:10.2147/ccid.s598554,europepmc,"Deciphering the Causal Links Among Metabolomics, Ageing Phenotypes, and Pathological Scars: A Two-Sample Mendelian Randomization Study.","Background Hypertrophic scars (HS) and keloids represent pathological outcomes following cutaneous injury, characterized by complex pathogenesis and suboptimal therapeutic outcomes. The interplay between metabolomics and ageing may offer novel intervention targets for scar formation. Objective This study aimed to systematically investigate the causal relationships between blood metabolites, ageing phenotypes (telomere length, epigenetic age), and HS/keloids through Two-sample Mendelian randomization (MR) and Two-step Mediation MR analysis. Methods We integrated large-scale GWAS data from European populations, including 1400 blood metabolites (n=8299), telomere length (n=438,351), epigenetic age (n=41,000), HS (2068 cases/465,673 controls), and keloids (4086 cases/1,278,496 controls). Two-sample MR analysis was performed using inverse-variance weighted (IVW) and Wald ratio methods. Steiger's, Cochrane's Q, and MR-Egger tests were applied to exclude reverse causality, heterogeneity, and pleiotropy. Mediation effects of ageing phenotypes were quantified. Results The study identified 30 metabolites significantly associated with HS and 49 with keloids. Among ageing phenotypes, telomere length showed positive correlations with both scar types, whereas PhenoAge exhibited negative correlations. Key metabolites such as Eugenol sulfate and Phenylacetylglutamate regulated scar formation through dual pathways involving telomere length and PhenoAge. Conclusion This study elucidated the causal metabolite-ageing-scar network through genetic evidence, identifying multiple potential therapeutic targets, including Eugenol sulfate and Phenylacetylglutamate. These findings establish a robust foundation for developing targeted metabolic interventions.",2026,research-article; Journal Article,10.2147/ccid.s598554,genetic_instrument
doi:10.3389/fendo.2025.1661666,europepmc,Investigating the causal role of cellular senescence-related genes in preeclampsia: a multi-omics Mendelian randomization study with differential expression analysis.,"Background The causal role of cellular senescence in preeclampsia pathogenesis is not fully established. This study aimed to systematically prioritize key senescence-related genes potentially driving preeclampsia using a Mendelian randomization (MR) framework. Results We integrated genome-wide association studies (GWAS) of preeclampsia with expression, methylation, and proteomic quantitative trait loci (eQTLs/mQTLs/pQTLs) data for 866 senescence-related genes. Summary-data-based MR (SMR) coupled with the HEIDI (Heterogeneity in Dependent Instruments) test were used to assess causal associations and pleiotropy. Colocalization analysis evaluated shared genetic variants between QTLs and preeclampsia GWAS signals. Significant MR findings were explored for replication in an independent GWAS cohort (GCST90301704). Preliminary experimental support involved RT-PCR analysis of candidate genes in placental tissues from 10 preeclampsia patients and 5 gestational age-matched (34-38 weeks) healthy controls. Integration of SMR/HEIDI tests and colocalization (PPH4 > 0.5) prioritized 12 eQTLs, 62 mQTLs, and 2 pQTLs linked to preeclampsia. mQTL-eQTL analysis implicated methylation-regulated expression of ATG16L1 , PMVK , and MAP3K14 , offering valuable hypotheses for mechanistic studies. Conclusion Placental RT-PCR showed upregulated ATG16L1 and downregulated PMVK , MAP3K14 , NSUN2 , and CDC25A in preeclampsia. Key genes ( ATG16L1 , PMVK , MAP3K14 , NSUN2 , CDC25A ) link cellular senescence to preeclampsia, offering insights for mechanistic studies and therapeutic targeting.",2025,research-article; Journal Article,10.3389/fendo.2025.1661666,genetic_instrument
doi:10.3389/fimmu.2024.1426474,semantic_scholar,Multi-omics analysis and experimental validation of the value of monocyte-associated features in prostate cancer prognosis and immunotherapy,"Background Monocytes play a critical role in tumor initiation and progression, with their impact on prostate adenocarcinoma (PRAD) not yet fully understood. This study aimed to identify key monocyte-related genes and elucidate their mechanisms in PRAD. Method Utilizing the TCGA-PRAD dataset, immune cell infiltration levels were assessed using CIBERSORT, and their correlation with patient prognosis was analyzed. The WGCNA method pinpointed 14 crucial monocyte-related genes. A diagnostic model focused on monocytes was developed using a combination of machine learning algorithms, while a prognostic model was created using the LASSO algorithm, both of which were validated. Random forest and gradient boosting machine singled out CCNA2 as the most significant gene related to prognosis in monocytes, with its function further investigated through gene enrichment analysis. Mendelian randomization analysis of the association of HLA-DR high-expressing monocytes with PRAD. Molecular docking was employed to assess the binding affinity of CCNA2 with targeted drugs for PRAD, and experimental validation confirmed the expression and prognostic value of CCNA2 in PRAD. Result Based on the identification of 14 monocyte-related genes by WGCNA, we developed a diagnostic model for PRAD using a combination of multiple machine learning algorithms. Additionally, we constructed a prognostic model using the LASSO algorithm, both of which demonstrated excellent predictive capabilities. Analysis with random forest and gradient boosting machine algorithms further supported the potential prognostic value of CCNA2 in PRAD. Gene enrichment analysis revealed the association of CCNA2 with the regulation of cell cycle and cellular senescence in PRAD. Mendelian randomization analysis confirmed that monocytes expressing high levels of HLA-DR may promote PRAD. Molecular docking results suggested a strong affinity of CCNA2 for drugs targeting PRAD. Furthermore, immunohistochemistry experiments validated the upregulation of CCNA2 expression in PRAD and its correlation with patient prognosis. Conclusion Our findings offer new insights into monocyte heterogeneity and its role in PRAD. Furthermore, CCNA2 holds potential as a novel targeted drug for PRAD.",2024,JournalArticle,10.3389/fimmu.2024.1426474,genetic_instrument
doi:10.3389/fimmu.2026.1762222,europepmc,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,"Background Hepatocellular carcinoma (HCC) exhibits profound molecular heterogeneity and aberrant cellular senescence. This study systematically dissects the senescence-associated molecular landscape to identify key regulators driving HCC progression and immune evasion. Methods Integrating multi-cohort transcriptomic datasets, we developed a robust prognostic signature using 101 machine-learning models, identifying prognostic signature. We employed preliminary proteomic, exploratory metabolomic, and single-cell RNA sequencing (scRNA-seq) analyses to explore multi-omics alterations. The functional senescence status and MCM7 were validated in a clinical HCC cohort by RT-qPCR, Western blotting, immunohistochemistry, and multiplex immunofluorescence (mIF). Causality was established using in vitro functional assays in HepG2 cells. Results A 12-gene random survival forest (RSF) signature accurately predicted patient survival across independent cohorts. MCM7 emerged as a central senescence-associated driver. ScRNA-seq and mIF confirmed MCM7 characterizes a highly proliferative, clonally expanding subset of CD8 + T cells within the tumor microenvironment. In vitro , MCM7 knockdown significantly inhibited HepG2 cell proliferation and upregulated senescence enforcers p16 and p21, whereas overexpression facilitated evasion. Additionally, TIDE analysis revealed that high-risk patients exhibited elevated immune evasion potential, predicting poor immunotherapy response. Conclusion This integrative multi-omics framework uncovers an MCM7 MCM7-driven senescence-associated axis promising HCC progression and immune dysfunction, offering a robust tool for prognostic stratification and novel therapeutic insights.",2026,research-article; Journal Article,10.3389/fimmu.2026.1762222,direct_perturbation
doi:10.3389/fnagi.2024.1423725,europepmc,Senescence-related genes and proteins in the development of Alzheimer's disease: evidence from transcriptomic and Mendelian randomization analysis.,"Purpose Alzheimer's disease (AD) is a common neurodegenerative disease, which can lead to cognitive impairment and dementia. Since AD is tightly associated with aging and cellular senescence, objective of this study was to investigate the association between senescence-related genes and proteins (SRGs and SRPs) and the development of AD. Design The whole study was based on transcriptomic analysis of control and AD brain tissues and Mendelian randomization (MR) analysis. Methods For transcriptomic analysis, GSE5281 dataset from GEO database contains the transcriptomic data of human brain tissues ( n = 161) from control group and AD patients. The expression of SRGs in control and AD brain tissues were compared by Student's t test. For MR analysis, the instrumental single-nucleotide polymorphisms (SNPs) associated with 110 SRPs were filtered and selected from a large genome-wide association study (GWAS) for plasma proteome. The causality between plasma levels of SRPs and AD was explored using GWAS data of AD from Lambert et al. (17,008 cases and 37,154 controls) and further validated by using data from FinnGen consortium (6,489 patients and 170,489 controls). MR estimate was performed using the inverse-variance weighted (IVW) method and the heterogeneity and pleiotropy of results were tested. Results Transcriptomic analysis identified 36 up-regulated (including PLAUR ) and 8 down-regulated SRGs in AD brain tissues. In addition, the MR results at both discovery and validation stages supported the causality between plasma levels of PLAUR (IVW- p = 3.04E-2, odds ratio [OR] = 1.15), CD55 (IVW- p = 1.56E-3, OR = 0.86), and SERPINE2 (IVW- p = 2.74E-2, OR = 0.91) and the risk of AD. Conclusion Our findings identified that PLAUR , as an SRG, may take part in the development of AD and found that high plasma levels of PLAUR was associated with increased risk of AD, indicating that this gene was a risk factor for this disease and providing the rationale of existing drugs or new preventative and therapeutic strategies.",2024,research-article; Journal Article,10.3389/fnagi.2024.1423725,genetic_instrument
doi:10.3390/biology15050441,pubmed,Age-Dependent Alterations in Intestinal Barrier Function: Involvement of Microbiota and TLR4 Signaling.,"The intestinal barrier undergoes profound changes with age, impacting local immunity and systemic health, yet the mechanisms coordinating immune and microbial dynamics across the lifespan remain incompletely understood. Toll-like receptor 4 (TLR4) serves as a key mediator of host-microbiota interactions. This study investigated age-related changes in barrier function and the role of TLR4 using C57BL/6J and TLR4 knockout (TLR4 -/- ) mice across key developmental stages: pups (postnatal day 9), adults (2-4 months), middle-aged (7-9 months), and old (16-19 months). Through a multi-layered approach integrating histology, microbiome profiling, short-chain fatty acid (SCFA) analysis, cytokine quantification, ex vivo functional assays, and transcriptomics, we identified a multi-phase process of intestinal remodeling. Pup-P9 mice exhibited immature colonic structure, a simple microbiota dominated by Firmicutes and Proteobacteria, and undetectable acetic acid level. Adults reached peak diversity and SCFA concentrations, marked by a rise in Bacteroidota and the emergence of Akkermansia . In middle and old age, pro-inflammatory cytokines (IL-1β, IL-6, and TNF-α) increased, Bacteroidota declined while Firmicutes, Actinobacteria, and Turicibacter expanded, and aged colons showed blunted ex vivo responses to IL-1β. This age-associated functional decline phenotype was absent in TLR4 -/- mice, supporting the involvement of TLR4 signaling. Transcriptomics further revealed biphasic PI3K/Akt activation in both pups-P9 and old mice. Together, these findings suggest a systemic rewiring of host metabolic and immune signaling pathways in response to an aging microbiota, highlighting this dynamic, lifespan-wide microbiota-host signaling axis as a potential intervention target.",2026,Journal Article,10.3390/biology15050441,direct_perturbation
doi:10.3390/biology15120958,pubmed,Telomere-Associated Proliferative Capacity in Expandable Porcine Hepatocyte-like Progenitor Cells.,"Primary hepatocytes are limited by poor proliferative capacity and a finite replicative lifespan, restricting their utility in long-term in vitro studies. Here, we report the generation of expandable hepatocyte-like progenitor cells from GGTA1 knockout pigs, a large-animal model with reduced immunogenicity. Porcine fibroblasts were directly reprogrammed using a non-integrative episomal system encoding hepatic transcription factors, enabling stable lineage conversion without genomic integration. A simplified two-vector configuration combined with codon optimization enabled evaluation of vector-dependent effects while maintaining genomic safety without viral integration. The resulting cells exhibited hepatocyte-like morphology and gene expression, and transcriptomic analysis revealed a progressive shift toward liver-associated profiles during extended culture. Chromosomal analysis revealed vector-dependent differences in genomic stability, with codon-optimized cells showing increased aneuploidy, indicating a trade-off between proliferative capacity and genomic integrity. The cells also demonstrated sustained proliferative capacity, supported by maintenance of telomere length, increased expression of TERT and MYC , and reduced CDKN1A levels. Importantly, sustained proliferation was supported by complementary evidence from chromosomal and telomeric analyses. Although chromosomal alterations were observed during long-term culture, their biological significance remains to be fully determined. These cells partially recapitulate hepatocyte functions and provide a renewable in vitro system for studies of hepatic biology, proliferation, drug metabolism, toxicity, and repeated in vitro applications.",2026,Journal Article,10.3390/biology15120958,direct_perturbation
doi:10.3390/toxics14020170,europepmc,Size-Dependent Disruption of Lipid Metabolism by Polystyrene Micro- and Nanoplastics in <i>Caenorhabditis elegans</i> Revealed Through Multi-Omics and Functional Genetic Validation.,"Microplastics (MPs) are pervasive contaminants that enter the food chain and cause health issues. However, the size-dependent effects of MPs on lipid metabolism remain inadequately characterized. Using Caenorhabditis elegans ( C. elegans ), we investigated the size-dependent toxicity of polystyrene (PS)-MPs as model contaminants with sizes of 100 nm and 1 μm, respectively. We evaluated multiple phenotypic endpoints, including lifespan, growth (body length and width), locomotion (head thrashes and body bends), reproduction, and intestinal lipofuscin. The expression of representative lipid metabolism-related transcripts was validated by quantitative PCR. Untargeted metabolomics profiling detected 831 differential metabolites (451down-regulated and 380 up-regulated) across both PS particle exposure groups, with over-representation of lipid metabolic pathways. Integration of multi-omics (transcriptomics and metabolomics) highlighted acdh-1 , ech-6 , hach-1 , and sur-5 as core lipid-metabolism genes; RNA interference confirmed that knockdown of these target genes abolished the size-dependent differences in fat accumulation induced by MPs. Notably, it revealed elevated linoleic acid and taurocholic acid, signature metabolites indicative of disrupted lipid turnover by our metabolomic profiling. Collectively, our findings demonstrate that exposure to PS-MPs disrupts lipid homeostasis in C. elegans by perturbing mitochondrial function and key metabolic pathways, which in turn impairs growth, development, feeding, and reproductive capacity. Critically, these disruptive effects exhibit a strong size dependency, with 100 nm PS particles inducing more severe perturbations than the 1 μm particles, and provide novel mechanistic insight into MP-induced metabolic abnormalities, underscoring the importance of considering particle size in assessing the environmental and health risks of MP contamination.",2026,research-article; Journal Article,10.3390/toxics14020170,direct_perturbation
doi:10.34172/aim.34456,pubmed,Prognostic Significance of HMGA1 in Hepatocellular Carcinoma: Implications for Tumor Progression and Targeted Therapy.,"High mobility group A1 (HMGA1) has emerged as a key oncogenic factor in various cancers, but its specific role in liver hepatocellular carcinoma (LIHC) remains incompletely understood. This study aimed to investigate the expression pattern, biological functions, immune associations, clinical relevance, and therapeutic potential of HMGA1 in LIHC. We conducted a multi-omics analysis integrating transcriptomic, proteomic, and clinical data from TCGA, CPTAC, and HPA databases. Functional enrichment, immune infiltration profiling, and survival analyses were performed. In-vitro assays, including CCK-8, colony formation, β-galactosidase staining, and wound healing, were used to validate HMGA1's biological functions in LIHC cells. HMGA1 was significantly overexpressed in LIHC at both mRNA and protein levels ( P <0.001). High HMGA1 expression correlated with advanced pathological stage, metastasis, and elevated AFP levels (all P <0.001). Kaplan-Meier analysis revealed that elevated HMGA1 predicted poor overall survival (OS) (HR=1.83, 95% CI: 1.12-2.99, P =0.014), disease-specific survival (DSS) (HR=2.12, 95% CI: 1.33-3.35, P =0.002), and progression-free interval (PFI) (HR=1.68, 95% CI: 1.14-2.48, P =0.009). Multivariate Cox analysis confirmed HMGA1 as an independent prognostic factor for OS (HR=1.75, 95% CI: 1.11-2.76, P =0.016). A nomogram incorporating HMGA1 and clinicopathological variables showed good predictive performance with a 3-year AUC of 0.723. Functionally, HMGA1 knockdown suppressed LIHC cell proliferation (38.9% reduction in HepG2 and 46.0% in Huh-7 at 48h), migration (44-59% inhibition at 24h), and colony formation (41.8-44.2% reduction), while significantly inducing cellular senescence (3.4-3.5-fold increase in β-gal+cells, P <0.001). GSEA and immune analysis indicated that HMGA1 may promote immune evasion and senescence bypass. HMGA1 serves as a robust prognostic biomarker and functional driver of malignant progression in LIHC. Its integration into prognostic models may enhance risk stratification and guide personalized therapeutic strategies. Nevertheless, further in-vivo validation and prospective clinical studies are required to establish its translational applicability.",2025,Journal Article,10.34172/aim.34456,direct_perturbation
doi:10.64898/2025.12.26.25343061,europepmc,Causally-anchored multi-omic deep learning recovers exercise-responsive and ageing-causal genes from human physical activity,"Physical activity is among the most robust epidemiological correlates of reduced mortality and multi-morbidity, yet the molecular mechanisms through which exercise exerts these effects in humans remain incompletely resolved. This study combines causally-anchored multi-omic Mendelian Randomisation (MR) with graph-based deep learning for gene prioritisation in human exercise-ageing biology, using accelerometer-derived vigorous physical activity (VPA) in the UK Biobank as exposure. Combining multi-omic MR across five molecular layers, it asks whether causal inference and deep learning can recover exercise-responsive and potentially ageing-causal genes that were independently identified in prior studies. Enrichment for experimentally exercise-responsive genes was undetectable in the raw MR signal (p = 0.97) yet was recovered by the graph model (p = 0.007, reproducible across all initialisations); and the convergence between VPA MR-anchored and ageing-causal genes (significant on its own at 1.6-fold; p = 0.023) was likewise recovered by the graph model where p-value and effect-size ranking could not. The model further reproduced established acute exercise-responsive immune and lipid-metabolic programmes, supporting its recovery of genuine signal. Extending the prioritised genes to formal causal testing, systematic cis-MR with colocalisation across the eight convergent genes and four ageing outcomes identified cathepsin F ( CTSF ) as causally associated with exceptional longevity, with concordant positive estimates in the protein and LD-clumped expression arms and colocalisation support at the protein level. The contribution is therefore twofold: a model-free, like-for-like convergence between exercise-anchored and ageing-causal genes; and a graph-based method that recovers this convergence, together with exercise-responsive biology, beyond the reach of per-gene MR ranking. Abstract Figure Graphical abstract This study introduces a causally-anchored deep learning approach to integrating multi-omic human data. The analytical pipeline begins with an exome-wide association study (ExWAS) and Mendelian randomisation (MR) with vigorous activity as exposure and omics markers as outcomes. MR serves as a causal anchor to prioritise genes from features derived across five molecular layers: CpG methylation, bulk and single-cell gene expression, protein levels, and glycan traits. These causally-anchored priors are unified within a supervised graph attention network (GAT) that integrates a protein-protein interaction network to learn a systems-level representation of the exercise-ageing axis. The model’s prioritised genes are then tested for statistical overlap with two independently derived reference sets: exercise-responsive genes (from an independent multi-omic human exercise study) and potentially ageing-causal genes (CpGs causal for ageing by epigenome-wide MR, mapped to genes). The analysis demonstrates that the graph model recovers enrichment for both reference sets that is not detectable in the raw MR signal. Created with Biorender.co",2026,Preprint,10.64898/2025.12.26.25343061,genetic_instrument
doi:10.64898/2026.01.20.700435,pubmed,"Acetyl-CoA availability regulates neuronal metabolism, growth, and synaptic activity.","The metabolite acetyl-CoA plays a central role in cellular metabolic homeostasis. As part of the secretory pathway, acetyl-CoA is imported into the endoplasmic reticulum (ER) by a membrane-bound transporter AT-1 (SLC33A1). AT-1 has been linked to peripheral neuropathy (heterozygous mutations), developmental delay with premature death (homozygous mutations) and intellectual disability with progeria (duplication). These phenotypes can be reproduced in the mouse. Here, we show that AT-1 overexpression in primary neurons impacts diverse phenotypes related to neuronal function and plasticity. At the gene level, AT-1 induces brain aging signatures, and key differences in ribosomal and synaptic processes were identified in both the transcriptome and the proteome. Changes in mitochondria-associated pathways were reflected in an increase in expression of mitochondrial master regulator PGC-1α and its target genes. Functionally, marked differences in mitochondrial membrane potential, architecture, and respiration were detected. Tracing experiments indicated altered glucose utilization in glycogen storage and nucleotide production. Shifts in redox metabolism were linked to differences in levels of NAD-dependent SIRT1 and CtBP2, with consequences for acetylated lysine modification. Depletion of lipid stores was associated with greater plasticity in fuel substrate utilization and a major shift in cellular lipid composition. These broad-scale changes in metabolism were coincident with reduced expression of synaptic proteins and reduced activity among synaptic networks, indicating that neuronal electrophysiology and network communication are coordinated at least in part through neuronal acetyl-CoA metabolism.",2026,Journal Article; Preprint,10.64898/2026.01.20.700435,direct_perturbation
doi:10.64898/2026.02.01.26345311,europepmc,In Silico Network Perturbation Reveals Hierarchical Roles of DNA Repair and Glycosylation Linking Exercise to Human Ageing Clocks,"Regular physical activity delays biological ageing, yet how transient exercise-induced molecular responses are translated into stable ageing signatures in humans remains unclear. Here, we introduce the first in silico perturbation framework for human exercise biology that integrates genetically anchored gene prioritisation, graph-based network modelling, and human experimental validation. Genes causally associated with habitual vigorous physical activity (VPA) were prioritised using Mendelian randomisation (MR) across proteomic, epigenomic, glycomic, and single-cell transcriptomic layers and represented using self-supervised graph learning. Targeted acute in silico perturbations were then propagated via network diffusion within a network shaped by genetically proxied habitual VPA to forecast downstream alignment with epigenetic and proteomic ageing clocks. Perturbation of validated glycosylation enzymes consistently yielded diffusion neighbourhoods enriched for clock-associated genes (empirical p Abstract Figure Graphical Abstract In silico perturbation framework linking habitual physical activity to ageing-related molecular architecture. Genetically proxied habitual vigorous physical activity (VPA) is integrated with multi-omic Mendelian randomisation (MR) across epigenomic, transcriptomic, proteomic, and glycomic layers to construct a causal, exercise-adapted molecular network. Within this network, targeted acute in silico gene perturbations are propagated by network diffusion and evaluated for alignment with epigenetic and proteomic ageing clocks as external annotations. A controlled human high-intensity exercise intervention provides experimental validation, demonstrating acute activation of DNA repair programmes alongside rapid modulation of plasma glycosylation.",2026,Preprint,10.64898/2026.02.01.26345311,genetic_instrument
doi:10.64898/2026.02.02.703301,europepmc,Transcriptome-wide association study and fly experiments uncover the role of CoA synthase in ageing across species,"While significant progress has been made in understanding the genetic architecture of ageing in model organisms, our understanding of human ageing remains limited. We performed a multi-tissue Transcriptome-wide association study (TWAS) on human lifespan, integrating GWAS data from >1 million parental lifespans with gene expression prediction models derived from reference transcriptomic datasets; followed by replication using healthspan and longevity phenotypes as additional readouts of ageing. The TWAS uncovered 563 significant gene associations, of which 139 replicated. TOMM40 , encoding a component of the mitochondrial outer membrane translocase that is fundamental for mitochondrial function, had the strongest association with parental lifespan and longevity and was fine-mapped as a putatively causal lifespan gene at the APOE-TOMM40 region. Uniquely in our study, we identified fly orthologues of replicating genes and examined if modulating their expression impacts Drosophila longevity. The nine novel associations with all three ageing outcomes included COASY, encoding Coenzyme A synthase. Knocking down its fly orthologue, Ppat-dpck , resulted in significant lifespan extension in flies. Hence, in addition to discovering new genes associated with human ageing, by combining human TWAS with experimental Drosophila work, we provide evidence for the role of COASY ( Ppat-dpck ) in ageing across species. Significance statement Extensive research on ageing has been conducted in Drosophila and C.elegans due to their short lifespan and experimental tractability. However, in human genetic research, only a few loci have been consistently replicated. To bridge this gap, we conducted a transcriptome-wide association study (TWAS) followed by experimental validation in Drosophila . TWAS revealed 139 significant and replicating gene associations, including COASY. Knockdown of its fly orthologue ( Ppat-dpck ) significantly extended fly lifespan, validating its roles in ageing across species. Thus, integrating multiple ageing outcomes through TWAS in human genetic research can uncover robust associations and highlight genes involved in fundamental ageing mechanisms.",2026,Preprint,10.64898/2026.02.02.703301,direct_perturbation
doi:10.64898/2026.07.10.735668,europepmc,Conserved Transcriptomic Signatures of Sirt6 Activity: A Cross-Species RNA-seq Meta-analysis,"The NAD + -dependent histone deacetylase Sirt6 regulates transcription of multiple classes of genes, including those involved in metabolism, immune response, oxidative stress response, and development. Defining the Sirt6-regulated transcriptome is relevant to understanding the various important physiological roles of Sirt6, such as extending lifespan, maintaining metabolic health, and tumor suppression. Numerous studies have identified Sirt6 target genes, using both targeted and genome-wide approaches; however, consensus is limited and there has yet to be a systematic analysis of gene expression changes induced by altering Sirt6 levels. In the present study, we conducted a meta-analysis of 19 mammalian RNA-seq datasets in which Sirt6 levels were perturbed (knockout, knockdown, or overexpression). Our analyses included Gene Set Enrichment Analysis, pathway analysis of differentially expressed genes, and identification of individual differentially expressed genes. Our analysis identified consistent gene expression changes associated with lowering Sirt6 levels, including increased expression of immune response and ribosomal protein genes and reduced expression of lipid oxidation and oxidative phosphorylation genes. Extracellular Matrix and E2F target genes also had consistently increased expression upon Sirt6 reduction, highlighting novel regulation by Sirt6. To determine the conservation of gene regulation by Sirt6, we performed additional RNA-Seq meta-analysis on tissues from Drosophila melanogaster with Sirt6 deletion and overexpression. The fly datasets produced similar results to the mammal results, except for lipid oxidation genes, which were found to increase in Sirt6-low conditions. These results provide consensus about conserved and novel pathways transcriptionally regulated by Sirt6.",2026,Preprint,10.64898/2026.07.10.735668,direct_perturbation
