candidate_id,doi,title,year,sources,proposed_design_family,omics_layers,explicit_multiomics_match,layer_pair_match,formal_method_evidence,aging_evidence,algorithmic_score,candidate_status,expert_1_empirical_primary,expert_1_aging_eligible,expert_1_multiomics_eligible,expert_1_causal_method_eligible,expert_1_overall,expert_2_empirical_primary,expert_2_aging_eligible,expert_2_multiomics_eligible,expert_2_causal_method_eligible,expert_2_overall,adjudicated_empirical_primary,adjudicated_aging_eligible,adjudicated_multiomics_eligible,adjudicated_causal_method_eligible,adjudicated_status,adjudicated_design_family,adjudication_notes
doi:10.1186/s13059-026-04118-7,10.1186/s13059-026-04118-7,Multi-omics pleiotropic association analyses reveal functionally relevant genes and druggable pathways for ovarian aging.,2026,europepmc;pubmed,genetic_instrument,genomics;metabolomics;transcriptomics,True,True,"By applying Mendelian randomization and cross-omics association approaches, we prioritize key proteins, gene expressions, splicing events, and metabolites.",Conclusions This study uncovers the multi-layered genetic and molecular architecture underlying ovarian aging.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2025.07.10.25331263,10.1101/2025.07.10.25331263,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics",2025,europepmc,genetic_instrument,genomics;metabolomics;proteomics,False,True,"Genetic correlation and Mendelian randomization analyses further support organ-specific and cross-organ interconnections with 9 phenotype-based 1,2 , 11 proteome-based 7 , and 5 metabolome-based aging clocks 5 , as well as 525 disease endpoints.","Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics.",9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2025.03.27.25324801,10.1101/2025.03.27.25324801,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk,2025,europepmc,genetic_instrument,genomics;metabolomics;proteomics,True,True,"Genetic correlation and Mendelian randomization analyses revealed potential causal links between the 5 MetBAGs and cardiometabolic conditions, such as metabolic disorders with the endocrine MetBAG and hypertension with the immune MetBAG.",Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-025-59964-z,10.1038/s41467-025-59964-z,Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk.,2025,europepmc,genetic_instrument,metabolomics,True,False,"Genetic correlation and Mendelian randomization analyses reveal potential causal links between the 5 MetBAGs and cardiometabolic conditions (e.g., metabolic disorders and hypertension).",Multi-organ metabolome biological age implicates cardiometabolic conditions and mortality risk..,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-6850329/v1,10.21203/rs.3.rs-6850329/v1,Multiomics analyses reveal key circadian rhythm genes implicated in Premature ovarian insufficiency,2025,europepmc,genetic_instrument,genomics;transcriptomics,True,True,"Regulatory networks were inferred via SCENIC, and causality was assessed via summary-data-based Mendelian randomization (SMR).",Conclusions Our findings implicate circadian rhythm disruption as a hallmark and potential driver of ovarian aging.,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12967-026-07766-2,10.1186/s12967-026-07766-2,Multiomics analysis reveals that senescent CXCL16<sup>+</sup> macrophages promote lung adenocarcinoma progression through TGF-β signalling.,2026,europepmc;pubmed,genetic_instrument,genomics;transcriptomics,True,True,Results A summary data-based on Mendelian randomization analysis integrating GWAS and TCGA data identified CXCL16 as a senescence-associated gene that is causally linked to the LUAD risk.,Cellular senescence was validated by performing staining for senescence-associated β-galactosidase and the canonical markers p16 and p21.,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-6768173/v1,10.21203/rs.3.rs-6768173/v1,Multivariate genome-wide analyses of insulin resistance phenotypes unravel novel loci and therapeutic targets for cardiometabolic health and longevity,2025,europepmc,genetic_instrument,genomics;metabolomics;proteomics;transcriptomics,False,True,"Multivariable Mendelian randomization (MR) analyses showed that each 1-Z-score higher mvIR was associated with higher risks of 17 cardiometabolic diseases (OR [95% CI] from 2.49 [1.75-3.53] for mild obesity-related diabetes to 1.06 [1.00-1.12] for polycystic ovary syndrome [PCOS]) and reduced likelihood of five longevity outcomes (e.g., OR of 0.64 [0.50-0.83] for 99th percentile longevity), independent of adiposity and muscle weakness indicators.",Multivariate genome-wide analyses of insulin resistance phenotypes unravel novel loci and therapeutic targets for cardiometabolic health and longevity.,10,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2025.02.08.25321911,10.1101/2025.02.08.25321911,Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights,2025,europepmc,genetic_instrument,genomics,True,False,"To scrutinize the potential causal link between genetically predicted Klotho levels and human lifespan, we devised a meticulous two-sample Mendelian randomization (MR) analysis, just leveraging single nucleotide polymorphisms (SNPs) from genome-wide association studies (GWAS) and protein quantitative trait loci (pQTLs) as instrumental variables, meticulously analyzing the relationship between serum α-klotho and human longevity.",Non-causal association between α-klotho and human lifespan: evidence from multi-omics insights.,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-026-69412-1,10.1038/s41467-026-69412-1,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging.,2026,pubmed,genetic_instrument,epigenomics;proteomics,False,True,"HIV infection accelerates systemic biological aging, with Mendelian randomization demonstrating causality between organ aging and inflammatory or metabolic complications.",Proteomic age acceleration significantly correlates with DNA methylation age and is linked to comorbidities and mortality.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.21203/rs.3.rs-9586760/v1,10.21203/rs.3.rs-9586760/v1,Pleiotropic genetic links between high-grade serous ovarian cancer and female reproductive timing traits,2026,europepmc,genetic_instrument,epigenomics;genomics;proteomics;transcriptomics,False,True,"Finally, we applied summary data–based Mendelian randomization and proteome-wide association analyses to explore pleiotropic effects at the gene and protein levels, along with pathway enrichment analyses to characterize shared biological processes.","Functional annotation and pathway enrichment analyses implicated immune regulation, chromatin organization, vesicle-mediated transport, and developmental processes in HGSOC, suggesting convergent biological mechanisms linking ovarian carcinogenesis with the regulation of reproductive lifespan.",7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2024.07.13.24310153,10.1101/2024.07.13.24310153,"Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity",2024,europepmc,genetic_instrument,genomics;proteomics,False,True,"Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity.","Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity.",11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41598-024-72281-7,10.1038/s41598-024-72281-7,Proteomic Mendelian randomization to identify protein biomarkers of telomere length.,2024,europepmc,genetic_instrument,genomics;proteomics,False,True,Proteomic Mendelian randomization to identify protein biomarkers of telomere length..,Shortening of telomere length (TL) is correlated with many age-related disorders and is a hallmark of biological aging.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s13073-025-01558-x,10.1186/s13073-025-01558-x,Proteomic landscape of multidimensional aging phenotypes.,2025,europepmc,genetic_instrument,genomics;metabolomics;proteomics,True,True,"Two-sample Mendelian randomization (MR) analyses were performed to determine the causal effect of plasma proteome on the multidimensional aging phenotypes, and replicate the identified proteomic signatures in the FinnGen cohort.","We observed significant phenotypic associations for 2,186, 2,152, 1,459, 668, and 545 proteins with KDM-BA acceleration, PhenoAge acceleration, frailty index, LTL, and healthspan, respectively.",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.3389/fnagi.2024.1423725,10.3389/fnagi.2024.1423725,Senescence-related genes and proteins in the development of Alzheimer's disease: evidence from transcriptomic and Mendelian randomization analysis.,2024,europepmc,genetic_instrument,genomics;proteomics;transcriptomics,False,True,Design The whole study was based on transcriptomic analysis of control and AD brain tissues and Mendelian randomization (MR) analysis.,"Since AD is tightly associated with aging and cellular senescence, objective of this study was to investigate the association between senescence-related genes and proteins (SRGs and SRPs) and the development of AD.",7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41380-026-03735-9,10.1038/s41380-026-03735-9,Shared genetic architecture of schizophrenia and Alzheimer’s disease and related dementias implicates 16p11.2 and lifespan brain vulnerability,2026,europepmc;pubmed;springernature,genetic_instrument,epigenomics;genomics;transcriptomics,False,True,"Finally, bidirectional Mendelian randomization supported a modest directional association between genetic liability to SCZ and increased ADRD risk, but not the reverse direction.",Shared genetic architecture of schizophrenia and Alzheimer’s disease and related dementias implicates 16p11.2 and lifespan brain vulnerability.,7,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41586-026-10524-5,10.1038/s41586-026-10524-5,Sleep chart of biological ageing clocks in middle and late life.,2026,europepmc;pubmed,genetic_instrument,metabolomics;proteomics,True,True,"Although Mendelian randomization does not provide strong evidence that disease causally affects sleep, it cannot completely exclude such reverse causality.",Sleep chart of biological ageing clocks in middle and late life..,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2025.08.08.25333313,10.1101/2025.08.08.25333313,Sleep chart of biological aging clocks across organs and omics,2025,europepmc,genetic_instrument,metabolomics;proteomics,False,True,"Although our Mendelian randomization does not show strong causal effects from disease to sleep disturbances, it does not fully rule out the possibility that sleep disturbances may, in part, reflect underlying disease burden.",Sleep chart of biological aging clocks across organs and omics.,6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1016/j.jad.2025.119471,10.1016/j.jad.2025.119471,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium.,2025,europepmc,genetic_instrument,genomics;proteomics,False,True,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium..,"Additionally, we investigated the bidirectional relationship between delirium and aging-related indicators, such as the frailty index (FI), Intrinsic Epigenetic Age Acceleration (IEAA), PhenoAge, and life expectancy.",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1101/2023.07.09.548232,10.1101/2023.07.09.548232,Systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,2023,europepmc,genetic_instrument,genomics;metabolomics,False,True,Employing two computational methods across species—random forest modeling within the DGRP and Mendelian randomization in the UK Biobank—we pinpointed key traits with cross-species relevance that influence lifespan and healthspan.,Understanding how metabolism-related genetic differences impact longevity and healthspan are unclear.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1038/s41467-024-52909-y,10.1038/s41467-024-52909-y,Systems biology approaches identify metabolic signatures of dietary lifespan and healthspan across species.,2024,europepmc,genetic_instrument,genomics;metabolomics,False,True,We employed two computational and complementary methods across species-random forest modeling within the DGRP as our primary analysis and Mendelian randomization in human cohorts as a secondary analysis.,Understanding how metabolism-related genetic differences impact longevity and healthspan are unclear.,8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1007/s40520-025-02971-3,10.1007/s40520-025-02971-3,The association between gut microbiota and accelerated aging and frailty: a Mendelian randomization study.,2025,europepmc,genetic_instrument,genomics;microbiomics,False,True,The association between gut microbiota and accelerated aging and frailty: a Mendelian randomization study..,"Methods We obtained data on the gut microbiome, intrinsic epigenetic age acceleration, and Frailty Index from published large-scale genome-wide association studies.",6,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1097/md.0000000000047852,10.1097/md.0000000000047852,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study.,2026,pubmed,genetic_instrument,genomics;metabolomics,False,True,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study..,"Although aging is a key risk factor, the causal role of biological aging markers, such as telomere length (TL), in IVDD remains unclear.",8,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.18632/aging.205711,10.18632/aging.205711,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study.",2024,europepmc,genetic_instrument,genomics;proteomics,False,True,"Using genetics and proteomics data to identify proteins causally related to COVID-19, healthspan and lifespan: a Mendelian randomization study..",Three proteins affecting COVID-19 and seven proteins affecting healthspan/lifespan are targeted by existing drugs.,11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1093/ehjcvp/pvae038,10.1093/ehjcvp/pvae038,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study.,2024,europepmc,genetic_instrument,genomics;proteomics,False,True,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study..,The role of CCBs in lifespan is partly mediated by CDH1.,11,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1111/acel.70581,10.1111/acel.70581,Urate-Related Genetic Risk Modulates the Anti-Aging Effects of Exogenous Nucleotides: Multi-Omics Evidence From Older Adults.,2026,europepmc;pubmed,randomized_intervention,epigenomics,True,False,"In this secondary analysis of the TALENTs randomized controlled trial (121 adults aged 60-70 years; 19-week intervention; NCT05243108), participants were stratified by urate polygenic risk score (UA-PRS) to evaluate genotype-dependent responses in DNA methylation age (DNAmAge) and leukocyte telomere length (LTL).","Nucleotides-essential substrates for DNA repair, energy metabolism, and redox regulation-are emerging as nutritional modulators of biological aging.",5,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12864-025-12016-8,10.1186/s12864-025-12016-8,Decoding the genetic architecture of women reproductive aging: multi-omic integration identifies novel loci and mechanistic pathways for precision intervention.,2025,europepmc,sem,genomics;transcriptomics,True,True,"To address this knowledge gap, we estimated causal single nucleotide polymorphisms (SNPs) independent of variation in the reproductive of women via genomic structural equation modelling and multiple post-GWAS methodologies.",Decoding the genetic architecture of women reproductive aging: multi-omic integration identifies novel loci and mechanistic pathways for precision intervention..,9,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1002/trc2.70286,10.1002/trc2.70286,The proteomic and metabolomic signature of inherited chromosomally integrated HHV-6 and its role in all-cause dementia and mortality risk: The UK Biobank study.,2026,pubmed,sem,metabolomics;proteomics,False,True,Mediation and interaction were evaluated using structural equation models and Cox models with biomarker interactions.,"iciHHV-6 was associated with increased dementia risk, particularly among women and genetically susceptible individuals, with neuroimmune and metabolic biomarker profiles potentially relevant to brain aging and mortality risk.",4,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
doi:10.1186/s12933-026-03220-1,10.1186/s12933-026-03220-1,Unraveling 'F' factor: towards a genetic-clinical framework for the musculoskeletal-heart crosstalk in metabolic aging.,2026,europepmc;pubmed,sem,genomics;transcriptomics,False,True,"Independently, we applied genomic structural equation modeling (Genomic-SEM) to integrate genome-wide association data from six traits-coronary artery disease, type 2 diabetes, hypertension, bone mineral density, frailty, and telomere length-to model a shared latent genetic factor ('F' factor).",These genes were enriched in pathways including cellular senescence and cholesterol metabolism and showed specific expression patterns in developmental brain stages and across multi-organ endothelial cells.,4,unreviewed_candidate_not_gold,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,pending,,
