record_id,doi,title,graph_root,graph_path,docling_markdown_path,source_path,graph_candidate_count,aging_construct_nodes,omics_layer_nodes,causal_analysis_nodes
doi:10.3389/fimmu.2026.1762222,10.3389/fimmu.2026.1762222,Machine learning-driven multi-omics integration uncovers a senescence associated molecular axis in HCC.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ba340ab24c1f20e5/doi_ba340ab24c1f20e5_docling_json_20260809_032540/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ba340ab24c1f20e5/doi_ba340ab24c1f20e5_docling_json_20260809_032540/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ba340ab24c1f20e5.pdf,1,4,5,1
doi:10.3389/fnmol.2026.1834102,10.3389/fnmol.2026.1834102,The H3K9me2-FOXG1-microRNA axis reduces cochlear hair cells damage by modulating autophagy in age-related hearing loss,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_99431ac6d84b8e2f/doi_99431ac6d84b8e2f_docling_json_20260809_032802/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_99431ac6d84b8e2f/doi_99431ac6d84b8e2f_docling_json_20260809_032802/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/99431ac6d84b8e2f.pdf,1,10,5,4
doi:10.3389/fphar.2024.1446300,10.3389/fphar.2024.1446300,CDKN1A as a target of senescence in heart failure: insights from a multiomics study,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e9118cbd1cca5f11/doi_e9118cbd1cca5f11_docling_json_20260809_032913/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_e9118cbd1cca5f11/doi_e9118cbd1cca5f11_docling_json_20260809_032913/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/e9118cbd1cca5f11.pdf,1,5,6,3
doi:10.3390/microorganisms13061379,10.3390/microorganisms13061379,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4b54110a1a6ace81/doi_4b54110a1a6ace81_docling_json_20260809_032617/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4b54110a1a6ace81/doi_4b54110a1a6ace81_docling_json_20260809_032617/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4b54110a1a6ace81.pdf,1,7,4,1
doi:10.3390/plants14152388,10.3390/plants14152388,Integrated Transcriptomic and Metabolomic Analysis Reveals Nitrogen-Mediated Delay of Premature Leaf Senescence in Red Raspberry Leaves,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_fc55eaf97b778a04/doi_fc55eaf97b778a04_docling_json_20260809_032219/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_fc55eaf97b778a04/doi_fc55eaf97b778a04_docling_json_20260809_032219/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/fc55eaf97b778a04.pdf,1,4,2,1
doi:10.3892/or.2026.9080,10.3892/or.2026.9080,NR4A1 mediates chemotherapy‑induced senescence via the PI3K/AKT pathway in gastric cancer cells.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4ef750481fadda92/doi_4ef750481fadda92_docling_json_20260809_032249/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_4ef750481fadda92/doi_4ef750481fadda92_docling_json_20260809_032249/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/4ef750481fadda92.pdf,1,4,4,3
doi:10.4081/ejtm.2026.14960,10.4081/ejtm.2026.14960,"Abstract | 009 | Lecture - FES in mice, rats and men: adaptation and recovery in aging rodent muscle",data/full_text_graph/v1.2.0_agent_recovery17_luna_light,data/full_text_graph/v1.2.0_agent_recovery17_luna_light/artifacts/record_1b6534b19f85ff5a/record_1b6534b19f85ff5a_docling_json_20260811_234335/docling_graph/graph.json,data/full_text_graph/v1.2.0_agent_recovery17_luna_light/artifacts/record_1b6534b19f85ff5a/record_1b6534b19f85ff5a_docling_json_20260811_234335/docling/document.md,data/full_text/v1.1.2_oversized_20k_seek66/agent_recovery/combined/files/1b6534b19f85ff5a.pdf,1,16,8,8
doi:10.64898/2026.07.09.736798,10.64898/2026.07.09.736798,"Senescence-associated loss of intestinal α1,2-fucose disrupts a modifiable host-microbiome homeostasis axis in people with HIV",data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_58d62f64f1cfe345/doi_58d62f64f1cfe345_docling_json_20260809_032653/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_58d62f64f1cfe345/doi_58d62f64f1cfe345_docling_json_20260809_032653/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/58d62f64f1cfe345.pdf,1,8,6,3
doi:10.7150/ijbs.129636,10.7150/ijbs.129636,DHCR24 Deficiency Drives Age-Related Meibomian Gland Dysfunction by Regulating Lipid Metabolic Imbalance and Cytosolic mtDNA-Induced cGAS-STING Activation.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ff403c494fa1c37f/doi_ff403c494fa1c37f_docling_json_20260809_033028/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_ff403c494fa1c37f/doi_ff403c494fa1c37f_docling_json_20260809_033028/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/ff403c494fa1c37f.pdf,1,6,4,5
doi:10.7554/elife.71624,10.7554/elife.71624,Multi-omic rejuvenation of human cells by maturation phase transient reprogramming.,data/full_text_graph/v1.0.0_luna_light,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_962fd5242e56b114/doi_962fd5242e56b114_docling_json_20260809_032336/docling_graph/graph.json,data/full_text_graph/v1.0.0_luna_light/artifacts/doi_962fd5242e56b114/doi_962fd5242e56b114_docling_json_20260809_032336/docling/document.md,data/full_text/v1.1.2_priority_1_nonpreprint_119/files/962fd5242e56b114.pdf,1,8,5,1
doi:10.7936/zw5q-8j61,10.7936/zw5q-8j61,Investigating Biological Mechanisms of Radiation Resistance in Advanced Stage Cervical Cancer,data/full_text_graph/v1.2.0_agent_recovery17_luna_light,data/full_text_graph/v1.2.0_agent_recovery17_luna_light/artifacts/record_e4b0b5520a4d2e2c/record_e4b0b5520a4d2e2c_docling_json_20260811_234542/docling_graph/graph.json,data/full_text_graph/v1.2.0_agent_recovery17_luna_light/artifacts/record_e4b0b5520a4d2e2c/record_e4b0b5520a4d2e2c_docling_json_20260811_234542/docling/document.md,data/full_text/v1.1.2_oversized_20k_seek66/agent_recovery/combined/files/e4b0b5520a4d2e2c.pdf,1,0,6,3
