record_id,doi,title,normalized_title,source_cohort,publication_form_initial,eligibility_ledger,eligibility_decision,version_candidate_id,provisional_canonical_report,study_id,report_to_study_status,synthesis_inclusion_status
doi:10.1073/pnas.2102895118,10.1073/pnas.2102895118,Identification of a KLF5-dependent program and drug development for skeletal muscle atrophy.,identification of a klf5 dependent program and drug development for skeletal muscle atrophy,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1089/ten.tea.2010.0085,10.1089/ten.tea.2010.0085,Sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells.,sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/ehjcvp/pvae038,10.1093/ehjcvp/pvae038,Utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways: a Mendelian randomization study,utilizing genetics and proteomics to assess the role of antihypertensive drugs in human longevity and the underlying pathways a mendelian randomization study,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/eurheartj/ehaf1063,10.1093/eurheartj/ehaf1063,Endothelial ZBTB16: a molecular shield against cardiac aging,endothelial zbtb16 a molecular shield against cardiac aging,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_011,true,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1093/eurheartj/ehag191,10.1093/eurheartj/ehag191,Senescence-associated metabolic alterations aggravate calcific aortic valve disease,senescence associated metabolic alterations aggravate calcific aortic valve disease,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/genetics/iyad073,10.1093/genetics/iyad073,Expression of retrotransposons contributes to aging in Drosophila.,expression of retrotransposons contributes to aging in drosophila,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_012,true,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1093/gerona/glaf072,10.1093/gerona/glaf072,The Age-dependent Influence of the Infrapatellar Fat Pad on Chondrocyte Extracellular Matrix Production.,the age dependent influence of the infrapatellar fat pad on chondrocyte extracellular matrix production,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/hmg/ddab168,10.1093/hmg/ddab168,Coordinated pyruvate kinase activity is crucial for metabolic adaptation and cell survival during mitochondrial dysfunction,coordinated pyruvate kinase activity is crucial for metabolic adaptation and cell survival during mitochondrial dysfunction,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/hmg/ddt365,10.1093/hmg/ddt365,Epigenetic regulation of COL15A1 in smooth muscle cell replicative aging and atherosclerosis.,epigenetic regulation of col15a1 in smooth muscle cell replicative aging and atherosclerosis,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/hmg/ddu520,10.1093/hmg/ddu520,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,potentiation of neurotoxicity in double mutant mice with pink1 ablation and a53t snca overexpression,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/nar/gkae1176,10.1093/nar/gkae1176,Downregulation of MLF1 safeguards cardiomyocytes against senescence-associated chromatin opening.,downregulation of mlf1 safeguards cardiomyocytes against senescence associated chromatin opening,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/nar/gkae426,10.1093/nar/gkae426,The p21CIP1-CDK4-DREAM axis is a master regulator of genotoxic stress-induced cellular senescence.,the p21cip1 cdk4 dream axis is a master regulator of genotoxic stress induced cellular senescence,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/nar/gkw802,10.1093/nar/gkw802,The lncRNA HOTAIR impacts on mesenchymal stem cells via triple helix formation.,the lncrna hotair impacts on mesenchymal stem cells via triple helix formation,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1093/narmme/ugaf031,10.1093/narmme/ugaf031,Active chromatin marks and up-regulation of FOXC1 in uterine epithelial cells demarcate the onset of reproductive decline in aging females.,active chromatin marks and up regulation of foxc1 in uterine epithelial cells demarcate the onset of reproductive decline in aging females,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1096/fj.202501262rr,10.1096/fj.202501262rr,ZNF384 ‐Driven Fibulin‐1 Exacerbates Vascular Stiffness via TGF ‐β/Smad3‐Mediated Senescence and Fibrosis,znf384 driven fibulin1 exacerbates vascular stiffness via tgf smad3mediated senescence and fibrosis,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/153205,10.1101/153205,Doubling healthy lifespan using drug synergy,doubling healthy lifespan using drug synergy,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_002,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2020.02.19.954578,10.1101/2020.02.19.954578,Integrated analysis of the aging brain transcriptome and proteome in tauopathy,integrated analysis of the aging brain transcriptome and proteome in tauopathy,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2020.05.11.088625,10.1101/2020.05.11.088625,Titan mice are a unique bred mammalian model to study obesity and aspects of metabolic syndrome,titan mice are a unique bred mammalian model to study obesity and aspects of metabolic syndrome,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2020.06.29.133702,10.1101/2020.06.29.133702,Genome-wide association studies identify 137 loci for DNA methylation biomarkers of ageing,genome wide association studies identify 137 loci for dna methylation biomarkers of ageing,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2020.11.02.364760,10.1101/2020.11.02.364760,Reduced ech-6 Expression Attenuates Fat-induced Premature Aging in C. elegans,reduced ech 6 expression attenuates fat induced premature aging in c elegans,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_006,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2020.12.15.422949,10.1101/2020.12.15.422949,Microbiome and Metabolome driven differentiation of TGF-β producing Tregs leads to Senescence and HIV latency,microbiome and metabolome driven differentiation of tgf producing tregs leads to senescence and hiv latency,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2020.12.23.424226,10.1101/2020.12.23.424226,Overexpression of human alpha-Synuclein leads to dysregulated microbiome/metabolites with ageing in a rat model of Parkinson disease,overexpression of human alpha synuclein leads to dysregulated microbiome metabolites with ageing in a rat model of parkinson disease,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_013,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2021.01.22.427837,10.1101/2021.01.22.427837,Genetically independent phenotype analysis identifies LPA and VCAM1 as drug targets for human ageing,genetically independent phenotype analysis identifies lpa and vcam1 as drug targets for human ageing,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_007,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2021.10.26.465828,10.1101/2021.10.26.465828,Glucose intolerance in aging is mediated by the Gpcpd1-GPC metabolic axis,glucose intolerance in aging is mediated by the gpcpd1 gpc metabolic axis,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2022.01.06.22268846,10.1101/2022.01.06.22268846,"Genome-wide analyses of 200,453 individuals yields new insights into the causes and consequences of clonal hematopoiesis",genome wide analyses of 200 453 individuals yields new insights into the causes and consequences of clonal hematopoiesis,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2022.10.09.511462,10.1101/2022.10.09.511462,Loss of cytoskeletal proteostasis links dysregulation of cell size and mechanotransduction in mesenchymal stem cell senescence,loss of cytoskeletal proteostasis links dysregulation of cell size and mechanotransduction in mesenchymal stem cell senescence,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2022.11.14.516438,10.1101/2022.11.14.516438,Expression of retrotransposons contributes to aging in Drosophila,expression of retrotransposons contributes to aging in drosophila,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_012,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2023.01.26.525799,10.1101/2023.01.26.525799,"Genetic perturbation of mitochondrial function reveals functional role for specific mitonuclear genes, metabolites and pathways that regulate lifespan",genetic perturbation of mitochondrial function reveals functional role for specific mitonuclear genes metabolites and pathways that regulate lifespan,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2023.06.21.545894,10.1101/2023.06.21.545894,Developmental mitochondrial Complex I activity determines lifespan,developmental mitochondrial complex i activity determines lifespan,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_010,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2023.07.09.548232,10.1101/2023.07.09.548232,Systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_003,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2023.08.15.553416,10.1101/2023.08.15.553416,An eQTL-based Approach Reveals Candidate Regulators of LINE-1 RNA Levels in Lymphoblastoid Cells,an eqtl based approach reveals candidate regulators of line 1 rna levels in lymphoblastoid cells,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2023.11.20.567963,10.1101/2023.11.20.567963,Linked regulation of genome integrity and senescence-associated inflammation by p53.,linked regulation of genome integrity and senescence associated inflammation by p53,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2023.11.22.568379,10.1101/2023.11.22.568379,"Loss of cardiac PFKFB2 drives Metabolic, Functional, and Electrophysiological Remodeling in the Heart",loss of cardiac pfkfb2 drives metabolic functional and electrophysiological remodeling in the heart,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.01.16.575677,10.1101/2024.01.16.575677,Neuronal polyunsaturated fatty acids are protective in FTD/ALS,neuronal polyunsaturated fatty acids are protective in ftd als,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_005,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2024.02.29.582831,10.1101/2024.02.29.582831,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b,sexually dimorphic renal expression of klotho is directed by a kidney specific distal enhancer responsive to hnf1b,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.03.29.586905,10.1101/2024.03.29.586905,Tumour-derived extracellular vesicles within the therapy-induced senescent secretome distinctly suppress breast cancer via DKK1-mediated inflammatory response,tumour derived extracellular vesicles within the therapy induced senescent secretome distinctly suppress breast cancer via dkk1 mediated inflammatory response,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.04.04.588128,10.1101/2024.04.04.588128,"Proteasome hyperactivation rewires the proteome enhancing stress resistance, proteostasis, lipid metabolism and ERAD in C. elegans",proteasome hyperactivation rewires the proteome enhancing stress resistance proteostasis lipid metabolism and erad in c elegans,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.04.25.591125,10.1101/2024.04.25.591125,Sex-Specific Deflection of Age-Related DNA Methylation and Gene Expression in Mouse Heart by Perinatal Toxicant Exposures,sex specific deflection of age related dna methylation and gene expression in mouse heart by perinatal toxicant exposures,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.05.03.592475,10.1101/2024.05.03.592475,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,estropausal gut microbiota transplant improves measures of ovarian function in adult mice,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_009,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2024.07.13.24310153,10.1101/2024.07.13.24310153,"Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity",proteome wide mendelian randomization study implicates inflammaging biomarkers in retinal vasculature cardiometabolic diseases and longevity,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.07.26.605278,10.1101/2024.07.26.605278,Polyamines sustain epithelial regeneration in aged intestines by modulating protein homeostasis,polyamines sustain epithelial regeneration in aged intestines by modulating protein homeostasis,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_004,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2024.07.30.605752,10.1101/2024.07.30.605752,Ganoderma lucidum alleviates kidney aging by modulating gut microbiota,ganoderma lucidum alleviates kidney aging by modulating gut microbiota,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.09.12.612207,10.1101/2024.09.12.612207,Protective variant in PLCγ2 mitigates Alzheimer’s disease-associated pathologies via enhancing beneficial microglia functions,protective variant in plc2 mitigates alzheimers disease associated pathologies via enhancing beneficial microglia functions,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2024.11.01.621468,10.1101/2024.11.01.621468,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus,tet2 mediated epigenetic modification promotes stress senescence of pancreatic cells in type 2 diabetes mellitus,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_014,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2024.12.04.24318451,10.1101/2024.12.04.24318451,A 2-year calorie restriction intervention reduces glycomic biological age biomarkers.,a 2 year calorie restriction intervention reduces glycomic biological age biomarkers,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.01.10.632413,10.1101/2025.01.10.632413,Bypassing cisplatin resistance in Nrf2 hyperactivated head and neck cancer through effective PI3Kinase targeting,bypassing cisplatin resistance in nrf2 hyperactivated head and neck cancer through effective pi3kinase targeting,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.02.28.640731,10.1101/2025.02.28.640731,Mutation of an insulin-sensitive Drosophila insulin-like receptor mutant requires methionine metabolism reprogramming to extend lifespan,mutation of an insulin sensitive drosophila insulin like receptor mutant requires methionine metabolism reprogramming to extend lifespan,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.03.18.25324169,10.1101/2025.03.18.25324169,Obesity- and age-dependent genetic regulation of the plasma proteome in children and adolescents,obesity and age dependent genetic regulation of the plasma proteome in children and adolescents,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.05.16.654624,10.1101/2025.05.16.654624,Dietary glutamine supplementation alleviates age-related cardiac dysfunction by reducing elevated H3K27me3,dietary glutamine supplementation alleviates age related cardiac dysfunction by reducing elevated h3k27me3,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.06.17.660160,10.1101/2025.06.17.660160,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome,broad epigenetic shifts in the aging drosophila retina contribute to its altered rhythmic transcriptome,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_015,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2025.07.10.25331263,10.1101/2025.07.10.25331263,"Multi-organ MRI digitizes biological aging clocks across proteomics, metabolomics, and genetics",multi organ mri digitizes biological aging clocks across proteomics metabolomics and genetics,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.07.29.666777,10.1101/2025.07.29.666777,Molecular Mechanisms of Cardiomyocyte Aging.,molecular mechanisms of cardiomyocyte aging,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.08.08.25333313,10.1101/2025.08.08.25333313,Sleep chart of biological aging clocks across organs and omics,sleep chart of biological aging clocks across organs and omics,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.09.17.676776,10.1101/2025.09.17.676776,"Nucleosome stability safeguards cell identity, stress resilience and healthy aging.",nucleosome stability safeguards cell identity stress resilience and healthy aging,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.09.26.678810,10.1101/2025.09.26.678810,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,in situ glial cell surface proteomics identifies pro longevity factors in drosophila,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.09.30.679481,10.1101/2025.09.30.679481,"Imp, a key regulator of transposable elements, cell growth, and differentiation genes during embryogenesis",imp a key regulator of transposable elements cell growth and differentiation genes during embryogenesis,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.10.08.681100,10.1101/2025.10.08.681100,Endothelial expression of ZBTB16 protects against cardiac aging,endothelial expression of zbtb16 protects against cardiac aging,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_011,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2025.10.22.682160,10.1101/2025.10.22.682160,Cardiomyocyte-specific plakophilin-2 loss is sufficient to induce aging and senescence of nonmyocytes. Relevance to arrhythmogenic cardiomyopathy,cardiomyocyte specific plakophilin 2 loss is sufficient to induce aging and senescence of nonmyocytes relevance to arrhythmogenic cardiomyopathy,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,version_candidate_017,false,,confirmed_version_group,pending_causal_evidence_extraction
doi:10.1101/2025.10.25.683217,10.1101/2025.10.25.683217,Protracted fate acquisition and epigenetic de-aging during induced neural stem cell conversion of human blood cells,protracted fate acquisition and epigenetic de aging during induced neural stem cell conversion of human blood cells,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.11.15.25340310,10.1101/2025.11.15.25340310,A photoplethysmography-based aging clock reveals genetic determinants of arterial aging,a photoplethysmography based aging clock reveals genetic determinants of arterial aging,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/2025.11.22.689949,10.1101/2025.11.22.689949,Form and function of actin impacts actin health and aging,form and function of actin impacts actin health and aging,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1101/680462,10.1101/680462,"Nicotinamide riboside augments the human skeletal muscle NAD+ metabolome and induces transcriptomic and anti-inflammatory signatures in aged subjects: a placebo-controlled, randomized trial",nicotinamide riboside augments the human skeletal muscle nad metabolome and induces transcriptomic and anti inflammatory signatures in aged subjects a placebo controlled randomized trial,stable_layer_pair_extension,repository_preprint,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1105/tpc.111.090894,10.1105/tpc.111.090894,"JUNGBRUNNEN1 , a Reactive Oxygen Species–Responsive NAC Transcription Factor, Regulates Longevity in Arabidopsis",jungbrunnen1 a reactive oxygen speciesresponsive nac transcription factor regulates longevity in arabidopsis,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1111/acel.12849,10.1111/acel.12849,JNK modifies neuronal metabolism to promote proteostasis and longevity.,jnk modifies neuronal metabolism to promote proteostasis and longevity,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1111/acel.13173,10.1111/acel.13173,The NSD2/WHSC1/MMSET methyltransferase prevents cellular senescence-associated epigenomic remodeling.,the nsd2 whsc1 mmset methyltransferase prevents cellular senescence associated epigenomic remodeling,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1111/acel.13199,10.1111/acel.13199,"The phytochemical epigallocatechin gallate prolongs the lifespan by improving lipid metabolism, reducing inflammation and oxidative stress in high-fat diet-fed obese rats.",the phytochemical epigallocatechin gallate prolongs the lifespan by improving lipid metabolism reducing inflammation and oxidative stress in high fat diet fed obese rats,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
doi:10.1111/acel.13858,10.1111/acel.13858,AP-1 is a regulatory transcription factor of inflammaging in the murine kidney and liver.,ap 1 is a regulatory transcription factor of inflammaging in the murine kidney and liver,stable_layer_pair_extension,publisher_platform_report,analysis/full_text_screening/prisma_slice_v1.6.6_article_only/eligibility_ledger_289.csv,assessed,,true,,single_report_pending_study_linkage,pending_causal_evidence_extraction
