group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
914,950,11077,doi,Hickory nut polyphenols enhance oxidative stress resilience and improve the longevity of Caenorhabditis elegans through modulating DAF-16/DAF-2 insulin/IGF-1 signaling.,Hickory nut polyphenols enhance oxidative stress resilience and improve the longevity of Caenorhabditis elegans through modulating DAF-16/DAF-2 insulin/IGF-1 signaling.
915,951,4350,doi,Hormesis and brain diseases.,Hormesis and brain diseases.
915,951,7432,doi,Hormesis and brain diseases.,Hormesis and brain diseases
915,951,9134,doi,Hormesis and brain diseases.,Hormesis and brain diseases.
916,952,1729,title_year,"Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses","Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses"
916,952,4349,doi,"Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses","Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses."
916,952,11127,doi,"Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses","Biological aging acceleration in major depressive disorder: a multi-omics, multi-modal analyses"
917,953,4351,doi,Germ cells and the aging niche: a systems approach to reproductive longevity.,Germ cells and the aging niche: a systems approach to reproductive longevity.
917,953,7781,doi,Germ cells and the aging niche: a systems approach to reproductive longevity.,Germ cells and the aging niche: a systems approach to reproductive longevity
917,953,11128,doi,Germ cells and the aging niche: a systems approach to reproductive longevity.,Germ cells and the aging niche: a systems approach to reproductive longevity
918,954,2598,doi,"Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets.","Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets"
918,954,4352,doi,"Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets.","Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets."
918,954,7731,doi,"Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets.","Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets"
918,954,11129,doi,"Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets.","Epigenetic Drivers of Atrial Fibrillation: Mechanisms, Biomarkers, and Therapeutic Targets"
919,955,2597,doi,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression.,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression
919,955,4353,doi,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression.,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression.
919,955,7437,doi,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression.,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression
919,955,11130,doi,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression.,Senescence-associated secretory phenotype in lung cancer: remodeling the tumor microenvironment for metastasis and immune suppression
920,956,4354,doi,"CD9, a novel potential biomarker of sarcopenia.","CD9, a novel potential biomarker of sarcopenia."
920,956,8096,doi,"CD9, a novel potential biomarker of sarcopenia.","CD9, a novel potential biomarker of sarcopenia"
920,956,11132,doi,"CD9, a novel potential biomarker of sarcopenia.","CD9, a novel potential biomarker of sarcopenia"
921,11133,957,doi,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.
921,11133,4355,transitive_exact_match,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.
921,11133,7821,transitive_exact_match,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism.,Acetylation of FABP3 alleviates radioimmunotherapy-induced cardiomyocyte senescence by modulating long-chain polyunsaturated fatty acid metabolism
922,958,4356,doi,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium.,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium.
922,958,7996,doi,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium.,Systematic Mendelian randomization of the human plasma proteome to identify therapeutic targets linking aging and frailty to perioperative delirium
923,959,4357,doi,Exercise benefits yourself and your offspring: a mini-review.,Exercise benefits yourself and your offspring: a mini-review.
923,959,7436,doi,Exercise benefits yourself and your offspring: a mini-review.,Exercise benefits yourself and your offspring: a mini-review
923,959,11134,doi,Exercise benefits yourself and your offspring: a mini-review.,Exercise benefits yourself and your offspring: a mini-review
924,960,4358,doi,CRISPR Epigenome Editing in Human Cells using Plasmid DNA Transfection and mRNA Nucleofection Delivery.,CRISPR Epigenome Editing in Human Cells using Plasmid DNA Transfection and mRNA Nucleofection Delivery.
924,960,7699,doi,CRISPR Epigenome Editing in Human Cells using Plasmid DNA Transfection and mRNA Nucleofection Delivery.,CRISPR Epigenome Editing in Human Cells using Plasmid DNA Transfection and mRNA Nucleofection Delivery
925,961,2600,doi,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance-A Role for Nicotinamide N-Methyltransferase.,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance—A Role for Nicotinamide N-Methyltransferase
925,961,4360,doi,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance-A Role for Nicotinamide N-Methyltransferase.,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance-A Role for Nicotinamide N-Methyltransferase.
925,961,7730,doi,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance-A Role for Nicotinamide N-Methyltransferase.,A Novel Primary Cell Line Model of Localized Prostate Cancer and Radioresistance—A Role for Nicotinamide N-Methyltransferase
926,962,2609,doi,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study.,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study
926,962,4375,doi,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study.,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study.
926,962,7755,doi,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study.,Causal relationship between the plasma lipidome and urological cancers: A two-sample Mendelian randomization study
927,963,1741,title_year,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].,Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging
927,963,4395,doi,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].
927,963,7761,doi,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].,Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging
927,963,11192,doi,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].,[Multi-omics Mendelian randomization study on the causality between non-ionizing radiation and facial aging].
928,964,4362,doi,The molecular impact of cigarette smoking resembles aging across tissues.,The molecular impact of cigarette smoking resembles aging across tissues.
928,964,8099,doi,The molecular impact of cigarette smoking resembles aging across tissues.,The molecular impact of cigarette smoking resembles aging across tissues
928,964,11155,doi,The molecular impact of cigarette smoking resembles aging across tissues.,The molecular impact of cigarette smoking resembles aging across tissues
929,11156,965,doi,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes.
929,11156,1733,transitive_exact_match,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes
929,11156,4363,transitive_exact_match,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes.
929,11156,7765,transitive_exact_match,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes,Multi-omics analysis reveals metabolic disruptions in cardiac tissues of aging nonhuman primates with spontaneous type 2 diabetes
930,2603,966,doi,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration.
930,2603,4365,transitive_exact_match,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration.
930,2603,7783,transitive_exact_match,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration
930,2603,11154,transitive_exact_match,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration,Activation of LAMP1-mediated lipophagy by sulforaphane inhibits cellular senescence and intervertebral disc degeneration
931,4364,967,doi,Integrative multi-omics approaches identify molecular pathways and improve Alzheimer's Disease risk prediction.,Integrative multi-omics approaches identify molecular pathways and improve Alzheimer’s Disease risk prediction
932,968,1735,title_year,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice
932,968,4366,doi,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.
932,968,7671,doi,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice
932,968,11094,doi,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.,Multi-omics analysis reveals the attenuation effect of C-phycocyanin on aging-induced subfertility in female mice.
933,4369,969,doi,Pain Resilience and Chronic Low Back Pain Outcomes: The Mediating Role of Pace of Biological Aging.,Pain Resilience and Chronic Low Back Pain Outcomes: The Mediating Role of Pace of Biological Aging.
933,4369,7943,transitive_exact_match,Pain Resilience and Chronic Low Back Pain Outcomes: The Mediating Role of Pace of Biological Aging.,Pain Resilience and Chronic Low Back Pain Outcomes: The Mediating Role of Pace of Biological Aging
934,2605,970,doi,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx.
934,2605,4370,transitive_exact_match,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx.
934,2605,8102,transitive_exact_match,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx
934,2605,11163,transitive_exact_match,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx,NHE7 drives endometrial cancer progression by delaying senescence through cAMP/CREB/GRIN2B axis-mediated Ca²⁺ influx
935,971,4371,doi,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds.,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds.
935,971,7729,doi,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds.,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds
935,971,11142,doi,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds.,Deciphering Seed Deterioration: Molecular Insights and Priming Strategies for Revitalizing Aged Seeds
936,972,2608,doi,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis.,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi‐Omics and Multi‐Modal Data Analysis
936,972,4374,doi,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis.,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis.
936,972,8105,doi,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis.,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis
936,972,11165,doi,Repurposing Acebutolol for Osteoporosis Treatment: Insights From Multi-Omics and Multi-Modal Data Analysis.,Repurposing Acebutolol for Osteoporosis Treatment: Insights from Multi-Omics and Multi-Modal Data Analysis
937,4377,973,doi,Unveiling pathogenesis of pelvic organ prolapse through transcriptomic and bioinformatic analyses in uterosacral ligament tissues of postmenopausal women.,Unveiling pathogenesis of pelvic organ prolapse through transcriptomic and bioinformatic analyses in uterosacral ligament tissues of postmenopausal women.
937,4377,7439,transitive_exact_match,Unveiling pathogenesis of pelvic organ prolapse through transcriptomic and bioinformatic analyses in uterosacral ligament tissues of postmenopausal women.,Unveiling pathogenesis of pelvic organ prolapse through transcriptomic and bioinformatic analyses in uterosacral ligament tissues of postmenopausal women
938,974,11168,doi,A single factor for safer cellular rejuvenation,A single factor for safer cellular rejuvenation
939,975,4376,doi,Disruption of YY1‑mediated super‑enhancer–promoter looping drives transcriptomic changes during mammalian stem‑cell aging,Disruption of YY1-mediated super-enhancer-promoter looping drives transcriptomic changes during mammalian stem-cell aging.
939,975,11167,doi,Disruption of YY1‑mediated super‑enhancer–promoter looping drives transcriptomic changes during mammalian stem‑cell aging,Disruption of YY1-mediated super-enhancer–promoter looping drives transcriptomic changes during mammalian stem-cell aging
940,11171,976,doi,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention.
940,11171,1780,transitive_exact_match,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention
940,11171,4380,transitive_exact_match,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention.
940,11171,8104,transitive_exact_match,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention,Multi-omics analysis of canine aging markers and evaluation of stem cell intervention
941,11170,977,doi,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice.
941,11170,4381,transitive_exact_match,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice.
941,11170,8103,transitive_exact_match,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice,Protection against APOE4-associated phenotypes with the longevity-promoting intervention 17α-estradiol in middle-aged male mice
942,978,4382,doi,Dynamic and reversible transcriptomic age shifts induced by COVID-19 in Korean whole blood.,Dynamic and reversible transcriptomic age shifts induced by COVID-19 in Korean whole blood.
942,978,7766,doi,Dynamic and reversible transcriptomic age shifts induced by COVID-19 in Korean whole blood.,Dynamic and reversible transcriptomic age shifts induced by COVID-19 in Korean whole blood
944,980,4383,doi,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells.,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells.
944,980,7923,doi,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells.,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells
944,980,11137,doi,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells.,Bioinformatics and experiments reveal the hub genes of age-related hearing loss and the mechanism of PLK1 silencing in the protection of aging cochlear hair cells.
945,2614,981,doi,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach","Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach."
945,2614,4384,transitive_exact_match,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach","Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach."
945,2614,8106,transitive_exact_match,"Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach","Causal relationships between metabolic syndrome, plasma metabolites, and female reproductive diseases: insights from a two-step mendelian randomization approach"
946,982,1777,title_year,"Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling.","Multi-omics perspectives on testicular aging: unraveling germline dysregulation, niche dysfunction, and epigenetic remodeling"
946,982,4385,doi,"Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling.","Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling."
946,982,7742,doi,"Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling.","Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling"
946,982,11136,doi,"Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling.","Multi-Omics Perspectives on Testicular Aging: Unraveling Germline Dysregulation, Niche Dysfunction, and Epigenetic Remodeling"
947,983,4386,doi,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions.,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions.
947,983,7741,doi,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions.,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions
947,983,11153,doi,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions.,Targeting Senescence: A Review of Senolytics and Senomorphics in Anti-Aging Interventions
948,984,4388,doi,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.
948,984,7743,doi,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights
948,984,11144,doi,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights.,Exercise Remodels Akkermansia-Associated Eicosanoid Metabolism to Alleviate Intestinal Senescence: Multi-Omics Insights
949,1115,985,transitive_exact_match,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.,Canagliflozin reprograms the aging hippocampus in genetically diverse UM-HET3 mice and attenuates Alzheimer’s-like pathology
949,1115,4389,title_year,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.,Canagliflozin reprograms the aging hippocampus in genetically diverse UM-HET3 mice and attenuates Alzheimer's-like pathology.
949,1115,4535,doi,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.
949,1115,8173,doi,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology
949,1115,11184,doi,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM-HET3 Mice and Attenuates Alzheimer's-Like Pathology.,Canagliflozin Reprograms the Aging Hippocampus in Genetically Diverse UM‐HET3 Mice and Attenuates Alzheimer's‐Like Pathology
950,986,4390,doi,Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models.,Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models.
950,986,7834,doi,Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models.,Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models
950,986,11187,doi,Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models.,A Machine Learning-Based Plasma Protein Risk Score Improves Atrial Fibrillation Prediction Over Clinical and Genomic Models
951,987,4391,doi,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery.,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery.
951,987,7879,doi,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery.,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery
951,987,11185,doi,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery.,Tissue-origin transcriptomic interactions as indicators of inflammatory aging and aging gene discovery
952,988,11188,doi,Metabolic resilience rules sex-specific pain recovery during hormonal aging: a multi-omics analysis of neuropathy in mice,Metabolic resilience rules sex-specific pain recovery during hormonal aging: a multi-omics analysis of neuropathy in mice
953,989,2616,doi,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome
953,989,4392,doi,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome,Broad epigenetic shifts in the aging Drosophila retina contribute to its altered rhythmic transcriptome.
954,990,2617,doi,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo
954,990,8020,title_year,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo
954,990,11191,title_year,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo,CPT1B-Mediated Fatty Acid Oxidation Induces Pigmentation in Solar Lentigo
955,991,4394,doi,Comprehensive <i>in‑silico</i> molecular analysis of early‑onset gastric cancer identifies novel genes implicated in disease characterization and progression (Review).,Comprehensive in‑silico molecular analysis of early‑onset gastric cancer identifies novel genes implicated in disease characterization and progression (Review).
955,991,11186,doi,Comprehensive <i>in‑silico</i> molecular analysis of early‑onset gastric cancer identifies novel genes implicated in disease characterization and progression (Review).,Comprehensive in-silico molecular analysis of early-onset gastric cancer identifies novel genes implicated in disease characterization and progression (Review)
957,993,4397,doi,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation.
957,993,11193,doi,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation,Downregulation of LATS1/2 Drives Endothelial Senescence-Associated Stemness (SAS) and Atherothrombotic Lesion Formation
958,994,4399,doi,FOXM1 Protects Against Myocardial Ischemia-Reperfusion Injury in Rodent and Porcine Models by Suppressing MKRN1-Dependent LKB1 Ubiquitination.,FOXM1 Protects Against Myocardial Ischemia-Reperfusion Injury in Rodent and Porcine Models by Suppressing MKRN1-Dependent LKB1 Ubiquitination.
958,994,7932,doi,FOXM1 Protects Against Myocardial Ischemia-Reperfusion Injury in Rodent and Porcine Models by Suppressing MKRN1-Dependent LKB1 Ubiquitination.,FOXM1 Protects Against Myocardial Ischemia-Reperfusion Injury in Rodent and Porcine Models by Suppressing MKRN1-Dependent LKB1 Ubiquitination
959,2619,995,doi,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight.
959,2619,4400,transitive_exact_match,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight.
959,2619,7836,transitive_exact_match,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight
959,2619,11194,transitive_exact_match,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight,Meet-in-the-middle meets multi-omics identifying molecular signatures of environmental drivers of childhood overweight.
960,2517,996,doi,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity.
960,2517,4402,transitive_exact_match,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity.
960,2517,7445,transitive_exact_match,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity,Correlation of senescence-related gene FEN1 on neuroblastoma progression and cisplatin chemotherapy sensitivity
961,997,4404,doi,"Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity-A Narrative Review.","Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity-A Narrative Review."
961,997,7802,doi,"Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity-A Narrative Review.","Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity—A Narrative Review"
961,997,11196,doi,"Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity-A Narrative Review.","Next-Generation Approaches in Sports Medicine: The Role of Genetics, Omics, and Digital Health in Optimizing Athlete Performance and Longevity—A Narrative Review"
962,998,4405,doi,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective.,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective.
